# distance (nm)	f (kT)	df (kT)
  0.0080	  8.4449	  0.1676
  0.0240	  6.0117	  0.1290
  0.0400	  5.2439	  0.1268
  0.0560	  4.9519	  0.1288
  0.0720	  5.3815	  0.1412
  0.0880	  5.9368	  0.1657
  0.1040	  6.8907	  0.2689
  0.1200	  7.7652	  0.4627
  0.1360	  7.7230	  0.5190
  0.1520	  7.4013	  0.4684
  0.1680	  7.0240	  0.4970
  0.1840	  6.4870	  0.4417
  0.2000	  6.0923	  0.4349
  0.2160	  5.6198	  0.3985
  0.2320	  5.3969	  0.4230
  0.2480	  5.4264	  0.4642
  0.2640	  4.4456	  0.3251
  0.2800	  4.0266	  0.2982
  0.2960	  3.2530	  0.2301
  0.3120	  2.9181	  0.2137
  0.3280	  2.8341	  0.2193
  0.3440	  2.2802	  0.1893
  0.3600	  2.0702	  0.1869
  0.3760	  1.9976	  0.1866
  0.3920	  1.6291	  0.1714
  0.4080	  1.5577	  0.1780
  0.4240	  1.8408	  0.2019
  0.4400	  1.8687	  0.2110
  0.4560	  1.5598	  0.1950
  0.4720	  1.7870	  0.2189
  0.4880	  1.5484	  0.2033
  0.5040	  1.8022	  0.2318
  0.5200	  1.9904	  0.2511
  0.5360	  1.9068	  0.2449
  0.5520	  1.1861	  0.1861
  0.5680	  0.7408	  0.1593
  0.5840	  0.2278	  0.1332
  0.6000	  0.1419	  0.1281
  0.6160	  0.0000	  0.0000
  0.6320	  0.1947	  0.1231
  0.6480	  0.3697	  0.1256
  0.6640	  0.5741	  0.1295
  0.6800	  1.0690	  0.1453
  0.6960	  1.4537	  0.1587
  0.7120	  1.3002	  0.1445
  0.7280	  2.0614	  0.1778
  0.7440	  2.2802	  0.1850
  0.7600	  2.7266	  0.2127
  0.7760	  3.2999	  0.2415
  0.7920	  2.6226	  0.1524
