# distance (nm)	f (kT)	df (kT)
  0.0080	  6.4408	  0.1739
  0.0240	  4.2166	  0.1373
  0.0400	  3.9128	  0.1352
  0.0560	  4.4080	  0.1381
  0.0720	  5.8651	  0.1658
  0.0880	  6.4398	  0.2148
  0.1040	  7.4988	  0.3375
  0.1200	  8.6454	  0.5215
  0.1360	 10.2493	  0.5926
  0.1520	  9.9457	  0.6966
  0.1680	  9.0043	  0.6702
  0.1840	  9.3084	  0.5493
  0.2000	  8.3498	  0.6274
  0.2160	  7.2616	  0.5584
  0.2320	  6.6928	  0.5694
  0.2480	  6.3614	  0.6200
  0.2640	  4.6402	  0.4660
  0.2800	  4.0941	  0.3537
  0.2960	  3.2433	  0.2779
  0.3120	  2.8313	  0.2680
  0.3280	  2.4780	  0.2480
  0.3440	  1.9406	  0.2126
  0.3600	  1.8688	  0.2151
  0.3760	  1.6126	  0.2110
  0.3920	  1.2498	  0.1917
  0.4080	  1.3036	  0.1993
  0.4240	  1.7846	  0.2460
  0.4400	  1.4896	  0.2265
  0.4560	  1.5167	  0.2312
  0.4720	  1.6861	  0.2523
  0.4880	  1.3778	  0.2336
  0.5040	  1.8067	  0.2824
  0.5200	  1.9569	  0.2962
  0.5360	  1.7776	  0.2809
  0.5520	  1.7030	  0.2522
  0.5680	  1.2154	  0.1997
  0.5840	  0.4413	  0.1591
  0.6000	  0.3092	  0.1519
  0.6160	  0.0000	  0.0000
  0.6320	  0.0715	  0.1385
  0.6480	  0.1914	  0.1394
  0.6640	  0.4677	  0.1463
  0.6800	  0.9642	  0.1624
  0.6960	  1.4442	  0.1821
  0.7120	  1.2363	  0.1602
  0.7280	  1.9823	  0.2005
  0.7440	  2.3285	  0.2110
  0.7600	  3.0000	  0.2518
  0.7760	  3.4932	  0.2817
  0.7920	  2.7879	  0.1735
