# distance (nm)	f (kT)	df (kT)
  0.0080	  1.9551	  0.1228
  0.0240	  0.1545	  0.0621
  0.0400	  0.0000	  0.0000
  0.0560	  0.4510	  0.0657
  0.0720	  1.6677	  0.0908
  0.0880	  2.9026	  0.1341
  0.1040	  4.6001	  0.2628
  0.1200	  5.9212	  0.4555
  0.1360	  6.9230	  0.5120
  0.1520	  7.2329	  0.5371
  0.1680	  7.3988	  0.5305
  0.1840	  7.8178	  0.4527
  0.2000	  7.9702	  0.4278
  0.2160	  7.9119	  0.4041
  0.2320	  8.2792	  0.4203
  0.2480	  8.9078	  0.4688
  0.2640	  8.4600	  0.3144
  0.2800	  8.6159	  0.2897
  0.2960	  8.5131	  0.2209
  0.3120	  8.8405	  0.2023
  0.3280	  9.3669	  0.2070
  0.3440	  9.4167	  0.1770
  0.3600	  9.9686	  0.1757
  0.3760	 10.4821	  0.1766
  0.3920	 10.7376	  0.1622
  0.4080	 11.2867	  0.1676
  0.4240	 12.2970	  0.1999
  0.4400	 12.8054	  0.2045
  0.4560	 13.2692	  0.1928
  0.4720	 14.1412	  0.2203
  0.4880	 14.5594	  0.2024
  0.5040	 15.4601	  0.2333
  0.5200	 16.3143	  0.2593
  0.5360	 16.8990	  0.2493
  0.5520	 16.9094	  0.1958
  0.5680	 17.0534	  0.1673
  0.5840	 17.1196	  0.1382
  0.6000	 17.6895	  0.1342
  0.6160	 18.1287	  0.1271
  0.6320	 18.9465	  0.1301
  0.6480	 19.7218	  0.1330
  0.6640	 20.6052	  0.1373
  0.6800	 21.6874	  0.1542
  0.6960	 22.7681	  0.1676
  0.7120	 23.2646	  0.1532
  0.7280	 24.6443	  0.1862
  0.7440	 25.4767	  0.1937
  0.7600	 26.6179	  0.2191
  0.7760	 27.9314	  0.2512
  0.7920	 28.6032	  0.2114
