# distance (nm)	f (kT)	df (kT)
  0.0080	  2.4815	  0.1297
  0.0240	  0.5521	  0.0715
  0.0400	  0.0865	  0.0681
  0.0560	  0.0000	  0.0000
  0.0720	  0.4158	  0.0962
  0.0880	  1.0388	  0.1353
  0.1040	  2.2777	  0.2502
  0.1200	  4.5027	  0.4605
  0.1360	  4.6529	  0.5097
  0.1520	  4.2092	  0.4297
  0.1680	  4.8423	  0.4810
  0.1840	  5.0073	  0.4262
  0.2000	  5.4198	  0.4280
  0.2160	  5.7336	  0.3971
  0.2320	  5.9940	  0.4658
  0.2480	  6.3585	  0.5181
  0.2640	  6.8042	  0.3585
  0.2800	  7.3086	  0.3321
  0.2960	  6.7103	  0.3018
  0.3120	  7.1318	  0.2495
  0.3280	  8.1416	  0.2565
  0.3440	  8.1956	  0.2260
  0.3600	  8.5460	  0.2184
  0.3760	  9.0674	  0.2356
  0.3920	  9.3610	  0.2118
  0.4080	  9.9837	  0.2210
  0.4240	 10.3868	  0.2508
  0.4400	 11.7306	  0.2482
  0.4560	 11.5590	  0.2400
  0.4720	 12.3014	  0.2923
  0.4880	 12.5102	  0.2831
  0.5040	 13.6443	  0.2880
  0.5200	 13.8033	  0.3307
  0.5360	 14.7043	  0.3647
  0.5520	 14.3740	  0.2239
  0.5680	 14.8475	  0.2027
  0.5840	 15.1950	  0.1684
  0.6000	 15.6823	  0.1767
  0.6160	 16.4922	  0.1593
  0.6320	 17.3619	  0.1720
  0.6480	 18.1484	  0.1788
  0.6640	 18.8657	  0.1806
  0.6800	 19.9677	  0.1959
  0.6960	 20.9116	  0.2169
  0.7120	 21.6141	  0.2101
  0.7280	 22.8083	  0.2536
  0.7440	 23.5845	  0.2839
  0.7600	 24.8112	  0.3048
  0.7760	 25.7477	  0.3627
  0.7920	 26.7035	  0.2848
