# distance (nm)	f (kT)	df (kT)
  0.0080	  2.8356	  0.1298
  0.0240	  0.7865	  0.0717
  0.0400	  0.2114	  0.0685
  0.0560	  0.0000	  0.0000
  0.0720	  0.2934	  0.0968
  0.0880	  0.7938	  0.1359
  0.1040	  1.9091	  0.2487
  0.1200	  4.0203	  0.4608
  0.1360	  4.0123	  0.5086
  0.1520	  3.4318	  0.4317
  0.1680	  3.9464	  0.4820
  0.1840	  3.9599	  0.4244
  0.2000	  4.2597	  0.4248
  0.2160	  4.4588	  0.3964
  0.2320	  4.5887	  0.4652
  0.2480	  4.8543	  0.5134
  0.2640	  5.1585	  0.3561
  0.2800	  5.5321	  0.3296
  0.2960	  4.7954	  0.2987
  0.3120	  5.0934	  0.2483
  0.3280	  5.9617	  0.2564
  0.3440	  5.8943	  0.2264
  0.3600	  6.0990	  0.2188
  0.3760	  6.5043	  0.2343
  0.3920	  6.6659	  0.2123
  0.4080	  7.1692	  0.2195
  0.4240	  7.4446	  0.2500
  0.4400	  8.6686	  0.2456
  0.4560	  8.3573	  0.2397
  0.4720	  8.9691	  0.2924
  0.4880	  9.0516	  0.2834
  0.5040	 10.0526	  0.2886
  0.5200	 10.0736	  0.3304
  0.5360	 10.8268	  0.3685
  0.5520	 10.4060	  0.2228
  0.5680	 10.7418	  0.2033
  0.5840	 10.9653	  0.1685
  0.6000	 11.3311	  0.1757
  0.6160	 12.0141	  0.1582
  0.6320	 12.7556	  0.1698
  0.6480	 13.4142	  0.1776
  0.6640	 14.0034	  0.1797
  0.6800	 14.9655	  0.1976
  0.6960	 15.8020	  0.2156
  0.7120	 16.3653	  0.2083
  0.7280	 17.4224	  0.2546
  0.7440	 18.0931	  0.2816
  0.7600	 19.1718	  0.3064
  0.7760	 19.9777	  0.3607
  0.7920	 20.7251	  0.2741
