# distance (nm)	f (kT)	df (kT)
  0.0080	  1.8390	  0.1227
  0.0240	  0.0736	  0.0621
  0.0400	  0.0000	  0.0000
  0.0560	  0.5922	  0.0659
  0.0720	  2.0104	  0.0930
  0.0880	  3.2825	  0.1446
  0.1040	  4.9755	  0.2790
  0.1200	  6.3232	  0.4636
  0.1360	  7.5988	  0.5226
  0.1520	  7.9243	  0.5928
  0.1680	  7.9889	  0.5630
  0.1840	  8.5664	  0.4768
  0.2000	  8.6631	  0.4481
  0.2160	  8.4788	  0.4288
  0.2320	  8.7683	  0.4352
  0.2480	  9.3819	  0.4882
  0.2640	  8.8136	  0.3277
  0.2800	  8.9074	  0.2953
  0.2960	  8.7900	  0.2279
  0.3120	  9.1328	  0.2089
  0.3280	  9.5928	  0.2101
  0.3440	  9.6419	  0.1781
  0.3600	 10.2275	  0.1781
  0.3760	 10.7076	  0.1800
  0.3920	 10.9613	  0.1635
  0.4080	 11.5286	  0.1680
  0.4240	 12.6007	  0.2070
  0.4400	 13.0162	  0.2052
  0.4560	 13.5618	  0.1993
  0.4720	 14.4209	  0.2232
  0.4880	 14.8384	  0.2049
  0.5040	 15.7668	  0.2420
  0.5200	 16.6083	  0.2665
  0.5360	 17.1670	  0.2552
  0.5520	 17.3351	  0.2051
  0.5680	 17.4470	  0.1718
  0.5840	 17.4636	  0.1403
  0.6000	 18.0297	  0.1358
  0.6160	 18.4296	  0.1278
  0.6320	 19.2172	  0.1309
  0.6480	 19.9777	  0.1334
  0.6640	 20.8850	  0.1384
  0.6800	 21.9521	  0.1553
  0.6960	 23.0732	  0.1708
  0.7120	 23.5440	  0.1538
  0.7280	 24.9238	  0.1884
  0.7440	 25.7854	  0.1961
  0.7600	 26.9526	  0.2222
  0.7760	 28.2596	  0.2581
  0.7920	 28.9397	  0.2152
