# distance (nm)	f (kT)	df (kT)
  0.0133	  1.2453	  0.0007
  0.0400	  0.0000	  0.0000
  0.0667	  0.5650	  0.0006
  0.0933	  2.4588	  0.0011
  0.1200	  4.4333	  0.0023
  0.1467	  5.6961	  0.0034
  0.1733	  6.6069	  0.0041
  0.2000	  7.1852	  0.0041
  0.2267	  7.5368	  0.0035
  0.2533	  7.7429	  0.0028
  0.2800	  7.9542	  0.0022
  0.3067	  8.2736	  0.0018
  0.3333	  8.7705	  0.0015
  0.3600	  9.4556	  0.0014
  0.3867	 10.3116	  0.0015
  0.4133	 11.2936	  0.0015
  0.4400	 12.3689	  0.0017
  0.4667	 13.4926	  0.0018
  0.4933	 14.6362	  0.0020
  0.5200	 15.6993	  0.0021
  0.5467	 16.2096	  0.0017
  0.5733	 16.4826	  0.0013
  0.6000	 17.1722	  0.0012
  0.6267	 18.3094	  0.0012
  0.6533	 19.7356	  0.0013
  0.6800	 21.2808	  0.0013
  0.7067	 22.8940	  0.0015
  0.7333	 24.6196	  0.0017
  0.7600	 26.4523	  0.0020
  0.7867	 28.1417	  0.0021
