# distance (nm)	f (kT)	df (kT)
  0.0133	 10.1455	  0.0013
  0.0400	  8.4552	  0.0012
  0.0667	  9.0837	  0.0012
  0.0933	 10.7321	  0.0020
  0.1200	 11.6161	  0.0034
  0.1467	 12.0481	  0.0049
  0.1733	 11.8666	  0.0059
  0.2000	 11.0284	  0.0059
  0.2267	  9.7025	  0.0050
  0.2533	  8.1254	  0.0037
  0.2800	  6.5817	  0.0027
  0.3067	  5.2625	  0.0020
  0.3333	  4.2591	  0.0017
  0.3600	  3.5705	  0.0016
  0.3867	  3.1519	  0.0015
  0.4133	  2.9168	  0.0016
  0.4400	  2.8022	  0.0017
  0.4667	  2.7407	  0.0019
  0.4933	  2.6974	  0.0020
  0.5200	  2.6391	  0.0022
  0.5467	  2.3043	  0.0019
  0.5733	  1.1749	  0.0013
  0.6000	  0.2875	  0.0011
  0.6267	  0.0000	  0.0000
  0.6533	  0.1426	  0.0011
  0.6800	  0.4716	  0.0012
  0.7067	  0.8480	  0.0013
  0.7333	  1.2965	  0.0015
  0.7600	  1.8841	  0.0018
  0.7867	  1.6898	  0.0015
