# distance (nm)	f (kT)	df (kT)
  0.0133	  6.0003	  0.0013
  0.0400	  4.2155	  0.0012
  0.0667	  4.5186	  0.0012
  0.0933	  6.0689	  0.0017
  0.1200	  6.9764	  0.0029
  0.1467	  7.3884	  0.0041
  0.1733	  7.3295	  0.0049
  0.2000	  6.7678	  0.0049
  0.2267	  5.8450	  0.0042
  0.2533	  4.7201	  0.0032
  0.2800	  3.6157	  0.0024
  0.3067	  2.6810	  0.0019
  0.3333	  1.9996	  0.0016
  0.3600	  1.5740	  0.0015
  0.3867	  1.3741	  0.0015
  0.4133	  1.3311	  0.0015
  0.4400	  1.3952	  0.0016
  0.4667	  1.5103	  0.0017
  0.4933	  1.6447	  0.0019
  0.5200	  1.7556	  0.0020
  0.5467	  1.4538	  0.0017
  0.5733	  0.5478	  0.0012
  0.6000	  0.0036	  0.0010
  0.6267	  0.0000	  0.0000
  0.6533	  0.3651	  0.0010
  0.6800	  0.8838	  0.0011
  0.7067	  1.4537	  0.0012
  0.7333	  2.1177	  0.0014
  0.7600	  2.9080	  0.0017
  0.7867	  3.1229	  0.0015
