# distance (nm)	f (kT)	df (kT)
  0.0133	  1.4138	  0.0007
  0.0400	  0.0000	  0.0000
  0.0667	  0.3793	  0.0006
  0.0933	  2.0732	  0.0011
  0.1200	  3.8205	  0.0023
  0.1467	  4.8633	  0.0034
  0.1733	  5.5548	  0.0040
  0.2000	  5.9140	  0.0040
  0.2267	  6.0481	  0.0035
  0.2533	  6.0395	  0.0028
  0.2800	  6.0385	  0.0022
  0.3067	  6.1468	  0.0017
  0.3333	  6.4333	  0.0015
  0.3600	  6.9077	  0.0014
  0.3867	  7.5526	  0.0014
  0.4133	  8.3228	  0.0015
  0.4400	  9.1854	  0.0017
  0.4667	 10.0959	  0.0018
  0.4933	 11.0258	  0.0020
  0.5200	 11.8704	  0.0020
  0.5467	 12.1552	  0.0017
  0.5733	 12.2188	  0.0013
  0.6000	 12.7037	  0.0012
  0.6267	 13.6333	  0.0012
  0.6533	 14.8488	  0.0012
  0.6800	 16.1812	  0.0013
  0.7067	 17.5821	  0.0015
  0.7333	 19.0960	  0.0016
  0.7600	 20.7157	  0.0019
  0.7867	 22.1442	  0.0020
