# distance (nm)	f (kT)	df (kT)
  0.0133	  1.0627	  0.0007
  0.0400	  0.0000	  0.0000
  0.0667	  0.9744	  0.0006
  0.0933	  3.3699	  0.0013
  0.1200	  5.3683	  0.0026
  0.1467	  6.7798	  0.0038
  0.1733	  7.7815	  0.0045
  0.2000	  8.3429	  0.0045
  0.2267	  8.5857	  0.0038
  0.2533	  8.6339	  0.0030
  0.2800	  8.6852	  0.0022
  0.3067	  8.8762	  0.0017
  0.3333	  9.2903	  0.0015
  0.3600	  9.9360	  0.0014
  0.3867	 10.7908	  0.0014
  0.4133	 11.7948	  0.0015
  0.4400	 12.9048	  0.0016
  0.4667	 14.0665	  0.0018
  0.4933	 15.2511	  0.0020
  0.5200	 16.4084	  0.0021
  0.5467	 17.1378	  0.0018
  0.5733	 17.3270	  0.0013
  0.6000	 17.8713	  0.0012
  0.6267	 18.9345	  0.0012
  0.6533	 20.3533	  0.0012
  0.6800	 21.9232	  0.0013
  0.7067	 23.5486	  0.0014
  0.7333	 25.2722	  0.0016
  0.7600	 27.1190	  0.0019
  0.7867	 28.8401	  0.0021
