# distance (nm)	f (kT)	df (kT)
  0.0133	  1.4676	  0.0007
  0.0400	  0.0000	  0.0000
  0.0667	  0.0566	  0.0006
  0.0933	  1.1670	  0.0012
  0.1200	  2.8885	  0.0025
  0.1467	  4.1917	  0.0036
  0.1733	  5.0137	  0.0042
  0.2000	  5.6000	  0.0043
  0.2267	  6.0548	  0.0039
  0.2533	  6.4270	  0.0032
  0.2800	  6.8087	  0.0026
  0.3067	  7.2678	  0.0022
  0.3333	  7.8492	  0.0020
  0.3600	  8.5684	  0.0019
  0.3867	  9.4133	  0.0019
  0.4133	 10.3551	  0.0021
  0.4400	 11.3721	  0.0022
  0.4667	 12.4298	  0.0025
  0.4933	 13.4733	  0.0027
  0.5200	 14.2173	  0.0028
  0.5467	 14.5488	  0.0021
  0.5733	 15.0578	  0.0016
  0.6000	 15.9545	  0.0014
  0.6267	 17.1775	  0.0014
  0.6533	 18.5971	  0.0015
  0.6800	 20.1095	  0.0017
  0.7067	 21.7170	  0.0018
  0.7333	 23.4353	  0.0021
  0.7600	 25.2347	  0.0026
  0.7867	 26.8606	  0.0028
