# distance (nm)	f (kT)	df (kT)
  0.0133	 17.6343	  0.0016
  0.0400	 15.0770	  0.0015
  0.0667	 14.1413	  0.0016
  0.0933	 14.3885	  0.0018
  0.1200	 14.7539	  0.0028
  0.1467	 14.4377	  0.0037
  0.1733	 13.7784	  0.0043
  0.2000	 12.8325	  0.0042
  0.2267	 11.7075	  0.0038
  0.2533	 10.4761	  0.0031
  0.2800	  9.2652	  0.0025
  0.3067	  8.1586	  0.0022
  0.3333	  7.2132	  0.0020
  0.3600	  6.4361	  0.0019
  0.3867	  5.8114	  0.0019
  0.4133	  5.2984	  0.0019
  0.4400	  4.8655	  0.0020
  0.4667	  4.4768	  0.0021
  0.4933	  4.0984	  0.0023
  0.5200	  3.5365	  0.0023
  0.5467	  2.3992	  0.0019
  0.5733	  1.2827	  0.0016
  0.6000	  0.6061	  0.0014
  0.6267	  0.3193	  0.0014
  0.6533	  0.2685	  0.0014
  0.6800	  0.3126	  0.0015
  0.7067	  0.4390	  0.0016
  0.7333	  0.6819	  0.0017
  0.7600	  1.0144	  0.0020
  0.7867	  0.0000	  0.0000
