# distance (nm)	f (kT)	df (kT)
  0.0133	 18.1568	  0.0017
  0.0400	 15.5135	  0.0016
  0.0667	 14.3917	  0.0017
  0.0933	 14.3806	  0.0020
  0.1200	 14.7016	  0.0028
  0.1467	 14.3874	  0.0038
  0.1733	 13.6987	  0.0044
  0.2000	 12.7595	  0.0043
  0.2267	 11.6723	  0.0039
  0.2533	 10.4970	  0.0032
  0.2800	  9.3417	  0.0027
  0.3067	  8.2799	  0.0023
  0.3333	  7.3603	  0.0021
  0.3600	  6.5924	  0.0021
  0.3867	  5.9628	  0.0021
  0.4133	  5.4357	  0.0021
  0.4400	  4.9832	  0.0022
  0.4667	  4.5724	  0.0024
  0.4933	  4.1596	  0.0025
  0.5200	  3.4786	  0.0025
  0.5467	  2.3031	  0.0021
  0.5733	  1.2708	  0.0017
  0.6000	  0.6582	  0.0016
  0.6267	  0.3955	  0.0015
  0.6533	  0.3402	  0.0016
  0.6800	  0.3736	  0.0017
  0.7067	  0.4995	  0.0018
  0.7333	  0.7390	  0.0019
  0.7600	  1.0598	  0.0022
  0.7867	  0.0000	  0.0000
