ensemble 116 --> umbrella 0.2 lambda 16
ensemble 117 --> umbrella 0.2 lambda 17
ensemble 118 --> umbrella 0.2 lambda 18
ensemble 119 --> umbrella 0.2 lambda 19
ensemble 120 --> umbrella 0.2 lambda 20
ensemble 121 --> umbrella 0.3 lambda 10
ensemble 122 --> umbrella 0.3 lambda 11
ensemble 123 --> umbrella 0.3 lambda 12
ensemble 124 --> umbrella 0.3 lambda 13
ensemble 125 --> umbrella 0.3 lambda 14
ensemble 126 --> umbrella 0.3 lambda 15
ensemble 127 --> umbrella 0.3 lambda 16
ensemble 128 --> umbrella 0.3 lambda 17
ensemble 129 --> umbrella 0.3 lambda 18
ensemble 130 --> umbrella 0.3 lambda 19
ensemble 131 --> umbrella 0.3 lambda 20
ensemble 132 --> umbrella 0.4 lambda 10
ensemble 133 --> umbrella 0.4 lambda 11
ensemble 134 --> umbrella 0.4 lambda 12
ensemble 135 --> umbrella 0.4 lambda 13
ensemble 136 --> umbrella 0.4 lambda 14
ensemble 137 --> umbrella 0.4 lambda 15
ensemble 138 --> umbrella 0.4 lambda 16
ensemble 139 --> umbrella 0.4 lambda 17
ensemble 140 --> umbrella 0.4 lambda 18
ensemble 141 --> umbrella 0.4 lambda 19
ensemble 142 --> umbrella 0.4 lambda 20
ensemble 143 --> umbrella 0.5 lambda 10
ensemble 144 --> umbrella 0.5 lambda 11
ensemble 145 --> umbrella 0.5 lambda 12
ensemble 146 --> umbrella 0.5 lambda 13
ensemble 147 --> umbrella 0.5 lambda 14
ensemble 148 --> umbrella 0.5 lambda 15
ensemble 149 --> umbrella 0.5 lambda 16
ensemble 150 --> umbrella 0.5 lambda 17
ensemble 151 --> umbrella 0.5 lambda 18
ensemble 152 --> umbrella 0.5 lambda 19
ensemble 153 --> umbrella 0.5 lambda 20
ensemble 154 --> umbrella 0.6 lambda 10
ensemble 155 --> umbrella 0.6 lambda 11
ensemble 156 --> umbrella 0.6 lambda 12
ensemble 157 --> umbrella 0.6 lambda 13
ensemble 158 --> umbrella 0.6 lambda 14
ensemble 159 --> umbrella 0.6 lambda 15
ensemble 160 --> umbrella 0.6 lambda 16
ensemble 161 --> umbrella 0.6 lambda 17
ensemble 162 --> umbrella 0.6 lambda 18
ensemble 163 --> umbrella 0.6 lambda 19
ensemble 164 --> umbrella 0.6 lambda 20
ensemble 165 --> umbrella 0.7 lambda 10
ensemble 166 --> umbrella 0.7 lambda 11
ensemble 167 --> umbrella 0.7 lambda 12
ensemble 168 --> umbrella 0.7 lambda 13
ensemble 169 --> umbrella 0.7 lambda 14
ensemble 170 --> umbrella 0.7 lambda 15
ensemble 171 --> umbrella 0.7 lambda 16
ensemble 172 --> umbrella 0.7 lambda 17
ensemble 173 --> umbrella 0.7 lambda 18
ensemble 174 --> umbrella 0.7 lambda 19
ensemble 175 --> umbrella 0.7 lambda 20
ensemble 176 --> umbrella -1.0 lambda 10
ensemble 177 --> umbrella -1.0 lambda 11
ensemble 178 --> umbrella -1.0 lambda 12
ensemble 179 --> umbrella -1.0 lambda 13
ensemble 180 --> umbrella -1.0 lambda 14
ensemble 181 --> umbrella -1.0 lambda 15
ensemble 182 --> umbrella -1.0 lambda 16
ensemble 183 --> umbrella -1.0 lambda 17
ensemble 184 --> umbrella -1.0 lambda 18
ensemble 185 --> umbrella -1.0 lambda 19
ensemble 186 --> umbrella -1.0 lambda 20
