# distance (nm)	f (kT)	df (kT)
  0.0080	  3.0542	  0.0040
  0.0240	  1.0321	  0.0023
  0.0400	  0.1838	  0.0021
  0.0560	  0.0000	  0.0000
  0.0720	  0.3896	  0.0028
  0.0880	  1.2528	  0.0041
  0.1040	  2.2185	  0.0066
  0.1200	  2.8305	  0.0097
  0.1360	  3.2346	  0.0124
  0.1520	  3.4873	  0.0145
  0.1680	  3.6663	  0.0163
  0.1840	  3.6997	  0.0170
  0.2000	  3.5843	  0.0163
  0.2160	  3.4164	  0.0151
  0.2320	  3.2017	  0.0136
  0.2480	  2.9396	  0.0118
  0.2640	  2.6678	  0.0101
  0.2800	  2.4271	  0.0087
  0.2960	  2.2054	  0.0074
  0.3120	  2.0533	  0.0066
  0.3280	  1.9803	  0.0061
  0.3440	  1.9690	  0.0057
  0.3600	  2.0306	  0.0056
  0.3760	  2.1404	  0.0056
  0.3920	  2.3060	  0.0057
  0.4080	  2.5258	  0.0059
  0.4240	  2.7665	  0.0062
  0.4400	  3.0398	  0.0065
  0.4560	  3.3252	  0.0068
  0.4720	  3.6219	  0.0072
  0.4880	  3.9225	  0.0076
  0.5040	  4.2147	  0.0079
  0.5200	  4.4543	  0.0080
  0.5360	  4.4203	  0.0073
  0.5520	  4.1749	  0.0061
  0.5680	  3.9347	  0.0051
  0.5840	  3.8605	  0.0045
  0.6000	  3.9714	  0.0043
  0.6160	  4.2441	  0.0042
  0.6320	  4.6446	  0.0043
  0.6480	  5.1341	  0.0044
  0.6640	  5.6676	  0.0046
  0.6800	  6.2174	  0.0049
  0.6960	  6.8007	  0.0051
  0.7120	  7.4086	  0.0055
  0.7280	  8.0637	  0.0059
  0.7440	  8.7592	  0.0065
  0.7600	  9.4980	  0.0073
  0.7760	 10.2257	  0.0082
  0.7920	 10.2734	  0.0062
