# distance (nm)	f (kT)	df (kT)
  0.0080	  2.6271	  0.0039
  0.0240	  0.6472	  0.0021
  0.0400	  0.0000	  0.0000
  0.0560	  0.2369	  0.0021
  0.0720	  1.2394	  0.0029
  0.0880	  2.4891	  0.0054
  0.1040	  3.3440	  0.0088
  0.1200	  3.9634	  0.0121
  0.1360	  4.4711	  0.0157
  0.1520	  4.7840	  0.0188
  0.1680	  4.9466	  0.0214
  0.1840	  4.8482	  0.0220
  0.2000	  4.5566	  0.0210
  0.2160	  4.1102	  0.0193
  0.2320	  3.6005	  0.0170
  0.2480	  2.9725	  0.0142
  0.2640	  2.3308	  0.0117
  0.2800	  1.7645	  0.0097
  0.2960	  1.2167	  0.0080
  0.3120	  0.7874	  0.0069
  0.3280	  0.4797	  0.0062
  0.3440	  0.2654	  0.0057
  0.3600	  0.1582	  0.0055
  0.3760	  0.1295	  0.0055
  0.3920	  0.1795	  0.0056
  0.4080	  0.2959	  0.0058
  0.4240	  0.4502	  0.0061
  0.4400	  0.6373	  0.0065
  0.4560	  0.8411	  0.0068
  0.4720	  1.0544	  0.0073
  0.4880	  1.2741	  0.0077
  0.5040	  1.4886	  0.0081
  0.5200	  1.7146	  0.0085
  0.5360	  1.8300	  0.0082
  0.5520	  1.6485	  0.0069
  0.5680	  1.1830	  0.0055
  0.5840	  0.7799	  0.0047
  0.6000	  0.5982	  0.0043
  0.6160	  0.6357	  0.0042
  0.6320	  0.8609	  0.0042
  0.6480	  1.2190	  0.0044
  0.6640	  1.6420	  0.0046
  0.6800	  2.0946	  0.0048
  0.6960	  2.5756	  0.0051
  0.7120	  3.0595	  0.0055
  0.7280	  3.5864	  0.0059
  0.7440	  4.1574	  0.0065
  0.7600	  4.7898	  0.0073
  0.7760	  5.4333	  0.0083
  0.7920	  5.2643	  0.0061
