# distance (nm)	f (kT)	df (kT)
  0.0080	  1.7450	  0.0044
  0.0240	  0.1917	  0.0024
  0.0400	  0.0000	  0.0000
  0.0560	  0.6708	  0.0024
  0.0720	  2.0937	  0.0033
  0.0880	  3.7924	  0.0062
  0.1040	  5.0700	  0.0101
  0.1200	  6.0570	  0.0139
  0.1360	  6.9251	  0.0179
  0.1520	  7.5554	  0.0212
  0.1680	  8.0189	  0.0237
  0.1840	  8.1747	  0.0243
  0.2000	  8.1471	  0.0231
  0.2160	  7.8901	  0.0210
  0.2320	  7.5939	  0.0184
  0.2480	  7.1430	  0.0153
  0.2640	  6.6521	  0.0125
  0.2800	  6.2275	  0.0103
  0.2960	  5.7974	  0.0085
  0.3120	  5.4603	  0.0072
  0.3280	  5.2289	  0.0065
  0.3440	  5.0731	  0.0060
  0.3600	  5.0099	  0.0058
  0.3760	  5.0095	  0.0057
  0.3920	  5.0686	  0.0058
  0.4080	  5.1829	  0.0060
  0.4240	  5.3220	  0.0063
  0.4400	  5.4820	  0.0067
  0.4560	  5.6331	  0.0071
  0.4720	  5.7862	  0.0076
  0.4880	  5.9158	  0.0080
  0.5040	  6.0253	  0.0085
  0.5200	  6.1252	  0.0089
  0.5360	  6.0957	  0.0087
  0.5520	  5.7346	  0.0073
  0.5680	  5.0734	  0.0058
  0.5840	  4.4452	  0.0049
  0.6000	  4.0222	  0.0045
  0.6160	  3.7914	  0.0044
  0.6320	  3.7241	  0.0044
  0.6480	  3.7666	  0.0046
  0.6640	  3.8566	  0.0048
  0.6800	  3.9580	  0.0051
  0.6960	  4.0714	  0.0054
  0.7120	  4.1729	  0.0058
  0.7280	  4.3175	  0.0063
  0.7440	  4.4893	  0.0070
  0.7600	  4.7241	  0.0079
  0.7760	  4.9707	  0.0090
  0.7920	  0.0836	  0.0051
