# distance (nm)	f (kT)	df (kT)
  0.0080	 12.8927	  0.0054
  0.0240	 10.5747	  0.0042
  0.0400	  9.4369	  0.0041
  0.0560	  9.0066	  0.0042
  0.0720	  9.2013	  0.0045
  0.0880	  9.8567	  0.0054
  0.1040	 10.4482	  0.0079
  0.1200	 10.6563	  0.0107
  0.1360	 10.7116	  0.0134
  0.1520	 10.6178	  0.0156
  0.1680	 10.4322	  0.0175
  0.1840	 10.0750	  0.0181
  0.2000	  9.5661	  0.0173
  0.2160	  8.9806	  0.0161
  0.2320	  8.3463	  0.0144
  0.2480	  7.6535	  0.0125
  0.2640	  6.9446	  0.0106
  0.2800	  6.2819	  0.0091
  0.2960	  5.6348	  0.0078
  0.3120	  5.0689	  0.0069
  0.3280	  4.5908	  0.0064
  0.3440	  4.1833	  0.0060
  0.3600	  3.8547	  0.0058
  0.3760	  3.5810	  0.0058
  0.3920	  3.3669	  0.0058
  0.4080	  3.2110	  0.0060
  0.4240	  3.0778	  0.0062
  0.4400	  2.9782	  0.0065
  0.4560	  2.8919	  0.0068
  0.4720	  2.8139	  0.0071
  0.4880	  2.7433	  0.0075
  0.5040	  2.6668	  0.0077
  0.5200	  2.5664	  0.0079
  0.5360	  2.2203	  0.0072
  0.5520	  1.6064	  0.0061
  0.5680	  0.9451	  0.0049
  0.5840	  0.4394	  0.0043
  0.6000	  0.1314	  0.0040
  0.6160	  0.0000	  0.0000
  0.6320	  0.0094	  0.0039
  0.6480	  0.1171	  0.0040
  0.6640	  0.2715	  0.0042
  0.6800	  0.4448	  0.0044
  0.6960	  0.6491	  0.0047
  0.7120	  0.8732	  0.0051
  0.7280	  1.1466	  0.0055
  0.7440	  1.4606	  0.0061
  0.7600	  1.8216	  0.0069
  0.7760	  2.1781	  0.0078
  0.7920	  1.2058	  0.0048
