# distance (nm)	f (kT)	df (kT)
  0.0080	  6.4449	  0.0055
  0.0240	  4.4048	  0.0044
  0.0400	  3.7412	  0.0043
  0.0560	  4.0257	  0.0043
  0.0720	  5.0974	  0.0049
  0.0880	  6.2679	  0.0071
  0.1040	  7.0334	  0.0102
  0.1200	  7.6125	  0.0136
  0.1360	  8.0711	  0.0175
  0.1520	  8.3114	  0.0209
  0.1680	  8.3764	  0.0238
  0.1840	  8.1459	  0.0245
  0.2000	  7.7071	  0.0234
  0.2160	  7.0736	  0.0215
  0.2320	  6.3760	  0.0189
  0.2480	  5.5390	  0.0157
  0.2640	  4.6902	  0.0128
  0.2800	  3.9276	  0.0107
  0.2960	  3.1882	  0.0089
  0.3120	  2.5822	  0.0077
  0.3280	  2.1122	  0.0069
  0.3440	  1.7449	  0.0064
  0.3600	  1.4962	  0.0062
  0.3760	  1.3346	  0.0061
  0.3920	  1.2576	  0.0061
  0.4080	  1.2520	  0.0063
  0.4240	  1.2882	  0.0066
  0.4400	  1.3576	  0.0069
  0.4560	  1.4445	  0.0073
  0.4720	  1.5400	  0.0077
  0.4880	  1.6428	  0.0081
  0.5040	  1.7381	  0.0085
  0.5200	  1.8477	  0.0089
  0.5360	  1.8716	  0.0088
  0.5520	  1.6343	  0.0075
  0.5680	  1.0447	  0.0058
  0.5840	  0.4693	  0.0048
  0.6000	  0.1186	  0.0044
  0.6160	  0.0000	  0.0000
  0.6320	  0.0831	  0.0042
  0.6480	  0.3104	  0.0043
  0.6640	  0.6081	  0.0045
  0.6800	  0.9404	  0.0048
  0.6960	  1.3020	  0.0051
  0.7120	  1.6611	  0.0055
  0.7280	  2.0592	  0.0059
  0.7440	  2.5021	  0.0066
  0.7600	  3.0095	  0.0075
  0.7760	  3.5337	  0.0085
  0.7920	  3.0593	  0.0058
