# distance (nm)	f (kT)	df (kT)
  0.0080	  1.4051	  0.0046
  0.0240	  0.0000	  0.0000
  0.0400	  0.1291	  0.0024
  0.0560	  1.3332	  0.0028
  0.0720	  3.3259	  0.0045
  0.0880	  5.1642	  0.0087
  0.1040	  6.6377	  0.0133
  0.1200	  7.9345	  0.0184
  0.1360	  9.0729	  0.0243
  0.1520	  9.8992	  0.0289
  0.1680	 10.4820	  0.0332
  0.1840	 10.6273	  0.0334
  0.2000	 10.5370	  0.0317
  0.2160	 10.0639	  0.0286
  0.2320	  9.5777	  0.0246
  0.2480	  8.8552	  0.0198
  0.2640	  8.0924	  0.0157
  0.2800	  7.4384	  0.0126
  0.2960	  6.7907	  0.0101
  0.3120	  6.2851	  0.0084
  0.3280	  5.9326	  0.0074
  0.3440	  5.6870	  0.0068
  0.3600	  5.5750	  0.0065
  0.3760	  5.5512	  0.0064
  0.3920	  5.6092	  0.0065
  0.4080	  5.7390	  0.0068
  0.4240	  5.9055	  0.0071
  0.4400	  6.0959	  0.0076
  0.4560	  6.2802	  0.0080
  0.4720	  6.4648	  0.0086
  0.4880	  6.6270	  0.0091
  0.5040	  6.7628	  0.0097
  0.5200	  6.8933	  0.0102
  0.5360	  6.9525	  0.0105
  0.5520	  6.8051	  0.0095
  0.5680	  6.2085	  0.0072
  0.5840	  5.4515	  0.0058
  0.6000	  4.8987	  0.0051
  0.6160	  4.5766	  0.0049
  0.6320	  4.4595	  0.0049
  0.6480	  4.4893	  0.0051
  0.6640	  4.5866	  0.0053
  0.6800	  4.7105	  0.0057
  0.6960	  4.8517	  0.0061
  0.7120	  4.9647	  0.0065
  0.7280	  5.1053	  0.0071
  0.7440	  5.2759	  0.0079
  0.7600	  5.5166	  0.0090
  0.7760	  5.7866	  0.0104
  0.7920	  1.0010	  0.0060
