# distance (nm)	f (kT)	df (kT)
  0.0080	  1.9548	  0.0039
  0.0240	  0.2952	  0.0021
  0.0400	  0.0000	  0.0000
  0.0560	  0.5945	  0.0021
  0.0720	  1.9627	  0.0029
  0.0880	  3.6048	  0.0054
  0.1040	  4.8538	  0.0089
  0.1200	  5.8622	  0.0122
  0.1360	  6.7603	  0.0158
  0.1520	  7.4649	  0.0189
  0.1680	  8.0195	  0.0214
  0.1840	  8.3143	  0.0220
  0.2000	  8.4078	  0.0210
  0.2160	  8.3537	  0.0192
  0.2320	  8.2312	  0.0169
  0.2480	  7.9875	  0.0142
  0.2640	  7.7313	  0.0117
  0.2800	  7.5486	  0.0097
  0.2960	  7.3829	  0.0080
  0.3120	  7.3353	  0.0069
  0.3280	  7.4089	  0.0062
  0.3440	  7.5749	  0.0058
  0.3600	  7.8496	  0.0056
  0.3760	  8.2022	  0.0055
  0.3920	  8.6365	  0.0056
  0.4080	  9.1352	  0.0058
  0.4240	  9.6733	  0.0061
  0.4400	 10.2436	  0.0065
  0.4560	 10.8318	  0.0069
  0.4720	 11.4311	  0.0073
  0.4880	 12.0349	  0.0077
  0.5040	 12.6347	  0.0081
  0.5200	 13.2455	  0.0085
  0.5360	 13.7522	  0.0083
  0.5520	 13.9664	  0.0070
  0.5680	 13.8901	  0.0055
  0.5840	 13.8660	  0.0047
  0.6000	 14.0618	  0.0043
  0.6160	 14.4771	  0.0042
  0.6320	 15.0826	  0.0042
  0.6480	 15.8218	  0.0044
  0.6640	 16.6290	  0.0046
  0.6800	 17.4656	  0.0049
  0.6960	 18.3304	  0.0052
  0.7120	 19.1989	  0.0055
  0.7280	 20.1079	  0.0060
  0.7440	 21.0617	  0.0066
  0.7600	 22.0786	  0.0074
  0.7760	 23.1060	  0.0084
  0.7920	 23.6579	  0.0071
