# distance (nm)	f (kT)	df (kT)
  0.0080	 14.2399	  0.0057
  0.0240	 11.8300	  0.0047
  0.0400	 10.5003	  0.0045
  0.0560	  9.7442	  0.0046
  0.0720	  9.4612	  0.0049
  0.0880	  9.5976	  0.0058
  0.1040	  9.9943	  0.0076
  0.1200	 10.2837	  0.0102
  0.1360	 10.2906	  0.0129
  0.1520	 10.0915	  0.0149
  0.1680	  9.8398	  0.0166
  0.1840	  9.4797	  0.0172
  0.2000	  8.9916	  0.0166
  0.2160	  8.4836	  0.0156
  0.2320	  7.9340	  0.0142
  0.2480	  7.3613	  0.0127
  0.2640	  6.7893	  0.0111
  0.2800	  6.2291	  0.0098
  0.2960	  5.6886	  0.0087
  0.3120	  5.2054	  0.0079
  0.3280	  4.7845	  0.0074
  0.3440	  4.4167	  0.0071
  0.3600	  4.1039	  0.0070
  0.3760	  3.8305	  0.0069
  0.3920	  3.6002	  0.0070
  0.4080	  3.4192	  0.0072
  0.4240	  3.2527	  0.0075
  0.4400	  3.1231	  0.0078
  0.4560	  2.9995	  0.0082
  0.4720	  2.8821	  0.0086
  0.4880	  2.7710	  0.0089
  0.5040	  2.6053	  0.0093
  0.5200	  2.3044	  0.0093
  0.5360	  1.7364	  0.0082
  0.5520	  1.1340	  0.0067
  0.5680	  0.6112	  0.0056
  0.5840	  0.2634	  0.0050
  0.6000	  0.0689	  0.0048
  0.6160	  0.0000	  0.0000
  0.6320	  0.0340	  0.0048
  0.6480	  0.1364	  0.0049
  0.6640	  0.2729	  0.0051
  0.6800	  0.4235	  0.0054
  0.6960	  0.6206	  0.0057
  0.7120	  0.8482	  0.0061
  0.7280	  1.1148	  0.0067
  0.7440	  1.4196	  0.0074
  0.7600	  1.7543	  0.0083
  0.7760	  2.0719	  0.0093
  0.7920	  1.0179	  0.0057
