# distance (nm)	f (kT)	df (kT)
  0.0080	  2.7041	  0.0040
  0.0240	  0.7905	  0.0023
  0.0400	  0.0620	  0.0021
  0.0560	  0.0000	  0.0000
  0.0720	  0.5118	  0.0028
  0.0880	  1.4994	  0.0041
  0.1040	  2.5959	  0.0066
  0.1200	  3.3395	  0.0096
  0.1360	  3.8738	  0.0124
  0.1520	  4.2559	  0.0145
  0.1680	  4.5646	  0.0163
  0.1840	  4.7282	  0.0170
  0.2000	  4.7408	  0.0163
  0.2160	  4.7027	  0.0151
  0.2320	  4.6167	  0.0136
  0.2480	  4.4824	  0.0118
  0.2640	  4.3394	  0.0101
  0.2800	  4.2261	  0.0087
  0.2960	  4.1326	  0.0075
  0.3120	  4.1081	  0.0066
  0.3280	  4.1629	  0.0061
  0.3440	  4.2785	  0.0057
  0.3600	  4.4677	  0.0056
  0.3760	  4.7050	  0.0056
  0.3920	  4.9987	  0.0057
  0.4080	  5.3461	  0.0059
  0.4240	  5.7150	  0.0062
  0.4400	  6.1161	  0.0065
  0.4560	  6.5294	  0.0069
  0.4720	  6.9549	  0.0072
  0.4880	  7.3832	  0.0076
  0.5040	  7.8043	  0.0079
  0.5200	  8.1732	  0.0080
  0.5360	  8.2715	  0.0073
  0.5520	  8.1550	  0.0061
  0.5680	  8.0418	  0.0051
  0.5840	  8.0939	  0.0046
  0.6000	  8.3311	  0.0043
  0.6160	  8.7306	  0.0042
  0.6320	  9.2583	  0.0043
  0.6480	  9.8755	  0.0044
  0.6640	 10.5371	  0.0046
  0.6800	 11.2150	  0.0049
  0.6960	 11.9260	  0.0052
  0.7120	 12.6617	  0.0055
  0.7280	 13.4444	  0.0059
  0.7440	 14.2677	  0.0065
  0.7600	 15.1348	  0.0073
  0.7760	 15.9905	  0.0082
  0.7920	 16.2820	  0.0065
