# distance (nm)	f (kT)	df (kT)
  0.0080	 18.8864	  0.0061
  0.0240	 16.4239	  0.0051
  0.0400	 15.0956	  0.0050
  0.0560	 14.4240	  0.0050
  0.0720	 14.3247	  0.0053
  0.0880	 14.6907	  0.0061
  0.1040	 15.1323	  0.0080
  0.1200	 15.2182	  0.0107
  0.1360	 15.1015	  0.0133
  0.1520	 14.8366	  0.0153
  0.1680	 14.4973	  0.0170
  0.1840	 14.0096	  0.0177
  0.2000	 13.3819	  0.0170
  0.2160	 12.6954	  0.0158
  0.2320	 11.9654	  0.0143
  0.2480	 11.1923	  0.0126
  0.2640	 10.4053	  0.0109
  0.2800	  9.6550	  0.0095
  0.2960	  8.9204	  0.0084
  0.3120	  8.2580	  0.0076
  0.3280	  7.6738	  0.0071
  0.3440	  7.1547	  0.0068
  0.3600	  6.7058	  0.0066
  0.3760	  6.3056	  0.0066
  0.3920	  5.9589	  0.0066
  0.4080	  5.6684	  0.0068
  0.4240	  5.3966	  0.0070
  0.4400	  5.1586	  0.0072
  0.4560	  4.9322	  0.0075
  0.4720	  4.7134	  0.0078
  0.4880	  4.5034	  0.0082
  0.5040	  4.2797	  0.0084
  0.5200	  4.0021	  0.0085
  0.5360	  3.4394	  0.0078
  0.5520	  2.6785	  0.0067
  0.5680	  1.9301	  0.0057
  0.5840	  1.3506	  0.0051
  0.6000	  0.9560	  0.0049
  0.6160	  0.7217	  0.0048
  0.6320	  0.6138	  0.0048
  0.6480	  0.5928	  0.0049
  0.6640	  0.6135	  0.0050
  0.6800	  0.6510	  0.0052
  0.6960	  0.7234	  0.0054
  0.7120	  0.8203	  0.0057
  0.7280	  0.9648	  0.0061
  0.7440	  1.1492	  0.0066
  0.7600	  1.3749	  0.0074
  0.7760	  1.5909	  0.0083
  0.7920	  0.0000	  0.0000
