# distance (nm)	f (kT)	df (kT)
  0.0080	  3.4329	  0.0041
  0.0240	  1.3544	  0.0024
  0.0400	  0.3871	  0.0021
  0.0560	  0.0000	  0.0000
  0.0720	  0.0869	  0.0029
  0.0880	  0.5946	  0.0042
  0.1040	  1.3751	  0.0065
  0.1200	  2.0569	  0.0094
  0.1360	  2.4582	  0.0123
  0.1520	  2.6461	  0.0143
  0.1680	  2.7834	  0.0160
  0.1840	  2.8130	  0.0167
  0.2000	  2.7092	  0.0161
  0.2160	  2.5891	  0.0151
  0.2320	  2.4247	  0.0138
  0.2480	  2.2357	  0.0122
  0.2640	  2.0495	  0.0106
  0.2800	  1.8707	  0.0093
  0.2960	  1.7161	  0.0082
  0.3120	  1.6160	  0.0074
  0.3280	  1.5793	  0.0068
  0.3440	  1.5924	  0.0065
  0.3600	  1.6630	  0.0064
  0.3760	  1.7726	  0.0064
  0.3920	  1.9260	  0.0065
  0.4080	  2.1280	  0.0068
  0.4240	  2.3463	  0.0071
  0.4400	  2.6003	  0.0075
  0.4560	  2.8606	  0.0079
  0.4720	  3.1302	  0.0083
  0.4880	  3.4014	  0.0087
  0.5040	  3.6257	  0.0091
  0.5200	  3.7152	  0.0091
  0.5360	  3.5396	  0.0080
  0.5520	  3.3193	  0.0066
  0.5680	  3.1765	  0.0055
  0.5840	  3.2086	  0.0049
  0.6000	  3.3939	  0.0047
  0.6160	  3.7065	  0.0046
  0.6320	  4.1224	  0.0047
  0.6480	  4.6083	  0.0049
  0.6640	  5.1294	  0.0051
  0.6800	  5.6642	  0.0054
  0.6960	  6.2442	  0.0057
  0.7120	  6.8548	  0.0061
  0.7280	  7.5048	  0.0067
  0.7440	  8.1932	  0.0074
  0.7600	  8.9128	  0.0083
  0.7760	  9.6145	  0.0094
  0.7920	  9.6266	  0.0069
