# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6323	  0.0213
  0.0400	  0.0000	  0.0000
  0.0667	  2.0601	  0.0226
  0.0933	  5.0777	  0.0643
  0.1200	  7.3018	  0.1259
  0.1467	  9.3817	  0.2037
  0.1733	 10.8260	  0.2460
  0.2000	 10.4497	  0.2131
  0.2267	 10.3024	  0.1911
  0.2533	  9.2509	  0.1248
  0.2800	  8.7211	  0.1000
  0.3067	  8.1630	  0.0692
  0.3333	  7.9304	  0.0538
  0.3600	  8.1816	  0.0486
  0.3867	  8.8378	  0.0506
  0.4133	  9.6368	  0.0531
  0.4400	 10.5891	  0.0577
  0.4667	 11.7368	  0.0665
  0.4933	 12.6889	  0.0720
  0.5200	 13.6966	  0.0767
  0.5467	 14.8262	  0.0792
  0.5733	 14.7851	  0.0506
  0.6000	 14.7543	  0.0413
  0.6267	 15.4121	  0.0399
  0.6533	 16.5408	  0.0420
  0.6800	 17.9466	  0.0459
  0.7067	 19.4488	  0.0514
  0.7333	 20.8358	  0.0561
  0.7600	 22.6628	  0.0712
  0.7867	 24.0622	  0.0723
