# distance (nm)	f (kT)	df (kT)
  0.0133	 13.4153	  0.0470
  0.0400	 10.8651	  0.0442
  0.0667	  9.7689	  0.0460
  0.0933	  9.7447	  0.0576
  0.1200	 10.1603	  0.0898
  0.1467	 10.1992	  0.1287
  0.1733	  9.7921	  0.1496
  0.2000	  8.8808	  0.1374
  0.2267	  8.1818	  0.1355
  0.2533	  7.2428	  0.1078
  0.2800	  6.2465	  0.0913
  0.3067	  5.3893	  0.0764
  0.3333	  4.7800	  0.0698
  0.3600	  4.1233	  0.0644
  0.3867	  3.7683	  0.0672
  0.4133	  3.3719	  0.0661
  0.4400	  3.2025	  0.0729
  0.4667	  2.8954	  0.0787
  0.4933	  2.6542	  0.0852
  0.5200	  2.0780	  0.0860
  0.5467	  1.2186	  0.0669
  0.5733	  0.3532	  0.0492
  0.6000	  0.0463	  0.0453
  0.6267	  0.0000	  0.0000
  0.6533	  0.1337	  0.0475
  0.6800	  0.3802	  0.0509
  0.7067	  0.7123	  0.0570
  0.7333	  1.1013	  0.0648
  0.7600	  1.7835	  0.0808
  0.7867	  1.1602	  0.0585
