# distance (nm)	f (kT)	df (kT)
  0.0133	  2.1543	  0.0261
  0.0400	  0.3217	  0.0206
  0.0667	  0.0000	  0.0000
  0.0933	  0.7548	  0.0404
  0.1200	  2.0287	  0.0799
  0.1467	  2.9993	  0.1182
  0.1733	  3.4465	  0.1416
  0.2000	  3.3847	  0.1325
  0.2267	  3.5585	  0.1291
  0.2533	  3.4746	  0.1066
  0.2800	  3.3397	  0.0865
  0.3067	  3.3400	  0.0701
  0.3333	  3.5877	  0.0645
  0.3600	  3.7654	  0.0591
  0.3867	  4.2273	  0.0632
  0.4133	  4.6939	  0.0629
  0.4400	  5.3948	  0.0694
  0.4667	  5.9163	  0.0754
  0.4933	  6.5526	  0.0840
  0.5200	  6.8595	  0.0862
  0.5467	  6.8879	  0.0676
  0.5733	  6.8112	  0.0496
  0.6000	  7.3493	  0.0457
  0.6267	  8.1369	  0.0456
  0.6533	  9.1232	  0.0484
  0.6800	 10.2200	  0.0519
  0.7067	 11.4207	  0.0579
  0.7333	 12.6250	  0.0666
  0.7600	 14.1814	  0.0822
  0.7867	 15.1197	  0.0773
