# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6181	  0.0213
  0.0400	  0.0000	  0.0000
  0.0667	  1.9595	  0.0214
  0.0933	  5.0669	  0.0587
  0.1200	  7.3480	  0.1140
  0.1467	  9.4496	  0.1864
  0.1733	 10.9889	  0.2262
  0.2000	 10.9665	  0.1964
  0.2267	 11.1360	  0.1716
  0.2533	 10.4911	  0.1177
  0.2800	 10.3225	  0.0942
  0.3067	 10.0685	  0.0657
  0.3333	 10.1357	  0.0521
  0.3600	 10.6238	  0.0473
  0.3867	 11.5007	  0.0493
  0.4133	 12.4984	  0.0515
  0.4400	 13.6636	  0.0563
  0.4667	 14.9801	  0.0645
  0.4933	 16.1623	  0.0698
  0.5200	 17.3634	  0.0738
  0.5467	 18.6409	  0.0741
  0.5733	 18.7594	  0.0481
  0.6000	 19.0093	  0.0402
  0.6267	 19.9145	  0.0392
  0.6533	 21.2706	  0.0412
  0.6800	 22.8736	  0.0449
  0.7067	 24.5868	  0.0500
  0.7333	 26.1813	  0.0548
  0.7600	 28.2152	  0.0690
  0.7867	 29.8619	  0.0718
