# distance (nm)	f (kT)	df (kT)
  0.0133	  4.1988	  0.0503
  0.0400	  2.0110	  0.0477
  0.0667	  1.3029	  0.0491
  0.0933	  1.6675	  0.0594
  0.1200	  2.5125	  0.0905
  0.1467	  3.0191	  0.1265
  0.1733	  3.0366	  0.1482
  0.2000	  2.5503	  0.1377
  0.2267	  2.2881	  0.1350
  0.2533	  1.7768	  0.1102
  0.2800	  1.2116	  0.0927
  0.3067	  0.7826	  0.0778
  0.3333	  0.6020	  0.0719
  0.3600	  0.3627	  0.0667
  0.3867	  0.4165	  0.0695
  0.4133	  0.4517	  0.0685
  0.4400	  0.7171	  0.0746
  0.4667	  0.8242	  0.0800
  0.4933	  1.0219	  0.0869
  0.5200	  0.8874	  0.0879
  0.5467	  0.4715	  0.0698
  0.5733	  0.0000	  0.0000
  0.6000	  0.1161	  0.0496
  0.6267	  0.4868	  0.0496
  0.6533	  1.0468	  0.0518
  0.6800	  1.7184	  0.0550
  0.7067	  2.4846	  0.0606
  0.7333	  3.2813	  0.0684
  0.7600	  4.4005	  0.0836
  0.7867	  4.6966	  0.0717
