# distance (nm)	f (kT)	df (kT)
  0.0133	  1.5041	  0.0212
  0.0400	  0.0000	  0.0000
  0.0667	  0.3960	  0.0189
  0.0933	  2.1602	  0.0372
  0.1200	  3.6607	  0.0764
  0.1467	  4.6436	  0.1161
  0.1733	  5.2706	  0.1438
  0.2000	  5.1716	  0.1295
  0.2267	  5.2005	  0.1213
  0.2533	  4.8416	  0.0920
  0.2800	  4.6520	  0.0722
  0.3067	  4.3746	  0.0551
  0.3333	  4.4045	  0.0469
  0.3600	  4.5595	  0.0430
  0.3867	  5.0576	  0.0447
  0.4133	  5.5594	  0.0462
  0.4400	  6.2766	  0.0506
  0.4667	  6.9917	  0.0563
  0.4933	  7.7200	  0.0605
  0.5200	  8.3548	  0.0618
  0.5467	  8.6617	  0.0547
  0.5733	  8.3176	  0.0407
  0.6000	  8.5607	  0.0369
  0.6267	  9.2553	  0.0368
  0.6533	 10.2600	  0.0384
  0.6800	 11.3593	  0.0411
  0.7067	 12.5965	  0.0451
  0.7333	 13.8105	  0.0496
  0.7600	 15.3642	  0.0608
  0.7867	 16.4005	  0.0587
