# distance (nm)	f (kT)	df (kT)
  0.0133	  0.4844	  0.0215
  0.0400	  0.0000	  0.0000
  0.0667	  2.2413	  0.0228
  0.0933	  5.4880	  0.0650
  0.1200	  7.9217	  0.1283
  0.1467	 10.2099	  0.2076
  0.1733	 11.8870	  0.2494
  0.2000	 11.7485	  0.2144
  0.2267	 11.8324	  0.1896
  0.2533	 10.9940	  0.1248
  0.2800	 10.6762	  0.1004
  0.3067	 10.3250	  0.0696
  0.3333	 10.3035	  0.0543
  0.3600	 10.7610	  0.0491
  0.3867	 11.6192	  0.0512
  0.4133	 12.6278	  0.0537
  0.4400	 13.7977	  0.0585
  0.4667	 15.1517	  0.0674
  0.4933	 16.3233	  0.0730
  0.5200	 17.5465	  0.0778
  0.5467	 18.9028	  0.0806
  0.5733	 19.0833	  0.0512
  0.6000	 19.2536	  0.0416
  0.6267	 20.1155	  0.0402
  0.6533	 21.4509	  0.0423
  0.6800	 23.0676	  0.0464
  0.7067	 24.7868	  0.0521
  0.7333	 26.3815	  0.0568
  0.7600	 28.4245	  0.0721
  0.7867	 30.0818	  0.0754
