# distance (nm)	f (kT)	df (kT)
  0.0133	  1.4158	  0.0214
  0.0400	  0.0000	  0.0000
  0.0667	  0.2177	  0.0195
  0.0933	  1.6186	  0.0371
  0.1200	  3.4564	  0.0718
  0.1467	  4.8158	  0.1114
  0.1733	  5.7091	  0.1374
  0.2000	  6.1066	  0.1246
  0.2267	  6.6897	  0.1207
  0.2533	  6.9957	  0.0957
  0.2800	  7.2678	  0.0790
  0.3067	  7.6361	  0.0618
  0.3333	  8.2732	  0.0546
  0.3600	  8.8583	  0.0506
  0.3867	  9.7470	  0.0534
  0.4133	 10.6379	  0.0549
  0.4400	 11.7792	  0.0607
  0.4667	 12.7613	  0.0665
  0.4933	 13.8797	  0.0719
  0.5200	 14.7615	  0.0711
  0.5467	 15.2538	  0.0605
  0.5733	 15.4831	  0.0450
  0.6000	 16.3849	  0.0405
  0.6267	 17.5634	  0.0406
  0.6533	 18.9813	  0.0430
  0.6800	 20.4985	  0.0462
  0.7067	 22.1442	  0.0514
  0.7333	 23.7726	  0.0574
  0.7600	 25.7543	  0.0716
  0.7867	 27.2583	  0.0730
