# distance (nm)	f (kT)	df (kT)
  0.0133	  0.9622	  0.0240
  0.0400	  0.0000	  0.0000
  0.0667	  1.1288	  0.0219
  0.0933	  3.5930	  0.0493
  0.1200	  5.3578	  0.0962
  0.1467	  6.8333	  0.1528
  0.1733	  7.5997	  0.1791
  0.2000	  7.2879	  0.1653
  0.2267	  7.1773	  0.1462
  0.2533	  6.4163	  0.1070
  0.2800	  6.0111	  0.0826
  0.3067	  5.2970	  0.0594
  0.3333	  4.8914	  0.0492
  0.3600	  4.7008	  0.0447
  0.3867	  4.8147	  0.0464
  0.4133	  4.9207	  0.0478
  0.4400	  5.1910	  0.0526
  0.4667	  5.4774	  0.0589
  0.4933	  5.6690	  0.0635
  0.5200	  5.7052	  0.0658
  0.5467	  5.5046	  0.0612
  0.5733	  4.3612	  0.0436
  0.6000	  3.6379	  0.0382
  0.6267	  3.4206	  0.0380
  0.6533	  3.4475	  0.0396
  0.6800	  3.6014	  0.0426
  0.7067	  3.7913	  0.0472
  0.7333	  3.9465	  0.0518
  0.7600	  4.4216	  0.0642
  0.7867	  0.2464	  0.0486
