# distance (nm)	f (kT)	df (kT)
  0.0133	  1.4038	  0.0211
  0.0400	  0.0000	  0.0000
  0.0667	  0.6103	  0.0188
  0.0933	  2.5977	  0.0397
  0.1200	  4.1138	  0.0807
  0.1467	  5.1980	  0.1227
  0.1733	  5.8990	  0.1532
  0.2000	  5.7474	  0.1371
  0.2267	  5.7240	  0.1269
  0.2533	  5.2557	  0.0951
  0.2800	  5.0263	  0.0745
  0.3067	  4.6748	  0.0556
  0.3333	  4.6336	  0.0469
  0.3600	  4.7802	  0.0428
  0.3867	  5.2794	  0.0444
  0.4133	  5.7979	  0.0460
  0.4400	  6.5178	  0.0503
  0.4667	  7.2748	  0.0564
  0.4933	  8.0118	  0.0604
  0.5200	  8.6818	  0.0623
  0.5467	  9.0995	  0.0561
  0.5733	  8.7282	  0.0411
  0.6000	  8.8895	  0.0368
  0.6267	  9.5490	  0.0367
  0.6533	 10.5491	  0.0384
  0.6800	 11.6619	  0.0410
  0.7067	 12.9074	  0.0450
  0.7333	 14.1145	  0.0495
  0.7600	 15.6758	  0.0607
  0.7867	 16.7337	  0.0587
