# distance (nm)	f (kT)	df (kT)
  0.0133	  8.7248	  0.0466
  0.0400	  6.3567	  0.0438
  0.0667	  5.4548	  0.0455
  0.0933	  5.6248	  0.0568
  0.1200	  6.2552	  0.0889
  0.1467	  6.5283	  0.1266
  0.1733	  6.3329	  0.1480
  0.2000	  5.6342	  0.1367
  0.2267	  5.1536	  0.1344
  0.2533	  4.4286	  0.1079
  0.2800	  3.6479	  0.0908
  0.3067	  3.0047	  0.0758
  0.3333	  2.6097	  0.0694
  0.3600	  2.1618	  0.0640
  0.3867	  2.0113	  0.0668
  0.4133	  1.8308	  0.0658
  0.4400	  1.8787	  0.0723
  0.4667	  1.7787	  0.0781
  0.4933	  1.7569	  0.0848
  0.5200	  1.4016	  0.0857
  0.5467	  0.7638	  0.0669
  0.5733	  0.0953	  0.0493
  0.6000	  0.0000	  0.0000
  0.6267	  0.1623	  0.0454
  0.6533	  0.5091	  0.0477
  0.6800	  0.9681	  0.0511
  0.7067	  1.5173	  0.0571
  0.7333	  2.1101	  0.0650
  0.7600	  3.0108	  0.0810
  0.7867	  2.9053	  0.0638
