# distance (nm)	f (kT)	df (kT)
  0.0133	  1.7681	  0.0214
  0.0400	  0.0000	  0.0000
  0.0667	  0.0097	  0.0193
  0.0933	  1.3330	  0.0360
  0.1200	  2.5961	  0.0730
  0.1467	  3.2876	  0.1119
  0.1733	  3.6280	  0.1377
  0.2000	  3.3523	  0.1244
  0.2267	  3.2092	  0.1176
  0.2533	  2.7214	  0.0900
  0.2800	  2.3428	  0.0712
  0.3067	  1.9322	  0.0553
  0.3333	  1.8127	  0.0475
  0.3600	  1.7657	  0.0437
  0.3867	  2.0554	  0.0456
  0.4133	  2.3256	  0.0471
  0.4400	  2.8235	  0.0516
  0.4667	  3.2883	  0.0571
  0.4933	  3.7854	  0.0613
  0.5200	  4.1557	  0.0619
  0.5467	  4.1267	  0.0542
  0.5733	  3.6248	  0.0408
  0.6000	  3.7435	  0.0371
  0.6267	  4.2633	  0.0371
  0.6533	  5.0545	  0.0388
  0.6800	  5.9327	  0.0415
  0.7067	  6.9464	  0.0455
  0.7333	  7.9602	  0.0501
  0.7600	  9.2913	  0.0614
  0.7867	 10.0070	  0.0569
