# distance (nm)	f (kT)	df (kT)
  0.0080	 16.6100	  0.0200
  0.0240	 14.3586	  0.0170
  0.0400	 13.4614	  0.0166
  0.0560	 13.5099	  0.0168
  0.0720	 14.3337	  0.0183
  0.0880	 15.2431	  0.0246
  0.1040	 15.7235	  0.0337
  0.1200	 16.0085	  0.0434
  0.1360	 16.3220	  0.0575
  0.1520	 16.1859	  0.0650
  0.1680	 16.1061	  0.0805
  0.1840	 15.5706	  0.0798
  0.2000	 14.8920	  0.0754
  0.2160	 13.9054	  0.0666
  0.2320	 13.0003	  0.0606
  0.2480	 11.9434	  0.0521
  0.2640	 10.8238	  0.0422
  0.2800	  9.8108	  0.0359
  0.2960	  8.7801	  0.0299
  0.3120	  7.9286	  0.0263
  0.3280	  7.1786	  0.0240
  0.3440	  6.5953	  0.0228
  0.3600	  6.0468	  0.0219
  0.3760	  5.6543	  0.0218
  0.3920	  5.3517	  0.0221
  0.4080	  5.0556	  0.0224
  0.4240	  4.8523	  0.0231
  0.4400	  4.6730	  0.0241
  0.4560	  4.4670	  0.0249
  0.4720	  4.3276	  0.0263
  0.4880	  4.1462	  0.0272
  0.5040	  3.9944	  0.0285
  0.5200	  3.8811	  0.0300
  0.5360	  3.6016	  0.0293
  0.5520	  3.1783	  0.0260
  0.5680	  2.2561	  0.0207
  0.5840	  1.4575	  0.0181
  0.6000	  0.8528	  0.0168
  0.6160	  0.4755	  0.0163
  0.6320	  0.3219	  0.0163
  0.6480	  0.2805	  0.0165
  0.6640	  0.3240	  0.0170
  0.6800	  0.4333	  0.0178
  0.6960	  0.4892	  0.0184
  0.7120	  0.6111	  0.0194
  0.7280	  0.7662	  0.0208
  0.7440	  0.9526	  0.0226
  0.7600	  1.1750	  0.0249
  0.7760	  1.4332	  0.0280
  0.7920	  0.0000	  0.0000
