# distance (nm)	f (kT)	df (kT)
  0.0080	  2.8192	  0.0202
  0.0240	  0.8016	  0.0173
  0.0400	  0.0638	  0.0170
  0.0560	  0.1461	  0.0171
  0.0720	  0.9590	  0.0180
  0.0880	  2.1263	  0.0220
  0.1040	  2.9510	  0.0301
  0.1200	  3.4636	  0.0382
  0.1360	  3.9904	  0.0491
  0.1520	  4.1535	  0.0555
  0.1680	  4.4063	  0.0655
  0.1840	  4.2583	  0.0663
  0.2000	  3.9821	  0.0631
  0.2160	  3.5093	  0.0567
  0.2320	  3.0935	  0.0515
  0.2480	  2.5843	  0.0453
  0.2640	  1.9818	  0.0376
  0.2800	  1.4911	  0.0326
  0.2960	  0.9729	  0.0280
  0.3120	  0.5873	  0.0251
  0.3280	  0.2930	  0.0233
  0.3440	  0.1372	  0.0224
  0.3600	  0.0000	  0.0000
  0.3760	  0.0038	  0.0217
  0.3920	  0.0851	  0.0220
  0.4080	  0.1517	  0.0223
  0.4240	  0.3091	  0.0230
  0.4400	  0.4981	  0.0240
  0.4560	  0.6571	  0.0247
  0.4720	  0.8816	  0.0259
  0.4880	  1.0679	  0.0268
  0.5040	  1.2800	  0.0278
  0.5200	  1.5179	  0.0290
  0.5360	  1.5575	  0.0278
  0.5520	  1.3387	  0.0245
  0.5680	  0.8269	  0.0210
  0.5840	  0.5003	  0.0193
  0.6000	  0.3642	  0.0185
  0.6160	  0.4254	  0.0183
  0.6320	  0.6799	  0.0184
  0.6480	  1.0237	  0.0187
  0.6640	  1.4456	  0.0192
  0.6800	  1.9206	  0.0199
  0.6960	  2.3455	  0.0204
  0.7120	  2.8438	  0.0213
  0.7280	  3.3840	  0.0225
  0.7440	  3.9609	  0.0240
  0.7600	  4.5534	  0.0259
  0.7760	  5.1872	  0.0285
  0.7920	  5.0235	  0.0227
