# distance (nm)	f (kT)	df (kT)
  0.0080	 12.4792	  0.0170
  0.0240	 10.2026	  0.0133
  0.0400	  9.1440	  0.0129
  0.0560	  8.8435	  0.0131
  0.0720	  9.2244	  0.0141
  0.0880	 10.0220	  0.0180
  0.1040	 10.5923	  0.0265
  0.1200	 10.7940	  0.0348
  0.1360	 10.9811	  0.0451
  0.1520	 10.8435	  0.0512
  0.1680	 10.7877	  0.0603
  0.1840	 10.3932	  0.0614
  0.2000	  9.8888	  0.0584
  0.2160	  9.1889	  0.0526
  0.2320	  8.5547	  0.0476
  0.2480	  7.8559	  0.0417
  0.2640	  7.0555	  0.0345
  0.2800	  6.3618	  0.0297
  0.2960	  5.6469	  0.0250
  0.3120	  5.0374	  0.0220
  0.3280	  4.5225	  0.0200
  0.3440	  4.1295	  0.0190
  0.3600	  3.7497	  0.0181
  0.3760	  3.5070	  0.0180
  0.3920	  3.3255	  0.0184
  0.4080	  3.1292	  0.0186
  0.4240	  3.0215	  0.0194
  0.4400	  2.9466	  0.0204
  0.4560	  2.8419	  0.0212
  0.4720	  2.7935	  0.0225
  0.4880	  2.7159	  0.0234
  0.5040	  2.6558	  0.0243
  0.5200	  2.6156	  0.0254
  0.5360	  2.3363	  0.0235
  0.5520	  1.7727	  0.0198
  0.5680	  1.0375	  0.0157
  0.5840	  0.5074	  0.0136
  0.6000	  0.1611	  0.0125
  0.6160	  0.0000	  0.0000
  0.6320	  0.0123	  0.0123
  0.6480	  0.1012	  0.0126
  0.6640	  0.2649	  0.0132
  0.6800	  0.4743	  0.0141
  0.6960	  0.6370	  0.0148
  0.7120	  0.8765	  0.0159
  0.7280	  1.1641	  0.0174
  0.7440	  1.4914	  0.0193
  0.7600	  1.8176	  0.0215
  0.7760	  2.1858	  0.0243
  0.7920	  1.2465	  0.0152
