# distance (nm)	f (kT)	df (kT)
  0.0080	  2.0790	  0.0122
  0.0240	  0.3842	  0.0065
  0.0400	  0.0000	  0.0000
  0.0560	  0.4416	  0.0065
  0.0720	  1.6208	  0.0088
  0.0880	  3.1757	  0.0154
  0.1040	  4.3939	  0.0258
  0.1200	  5.2960	  0.0351
  0.1360	  6.2168	  0.0468
  0.1520	  6.7715	  0.0535
  0.1680	  7.4304	  0.0635
  0.1840	  7.6619	  0.0644
  0.2000	  7.7513	  0.0615
  0.2160	  7.6858	  0.0548
  0.2320	  7.6552	  0.0495
  0.2480	  7.5256	  0.0430
  0.2640	  7.3092	  0.0349
  0.2800	  7.2055	  0.0295
  0.2960	  7.0681	  0.0244
  0.3120	  7.0678	  0.0211
  0.3280	  7.1535	  0.0189
  0.3440	  7.3809	  0.0179
  0.3600	  7.6251	  0.0171
  0.3760	  8.0081	  0.0171
  0.3920	  8.4783	  0.0177
  0.4080	  8.9247	  0.0180
  0.4240	  9.4659	  0.0190
  0.4400	 10.0378	  0.0202
  0.4560	 10.5792	  0.0212
  0.4720	 11.1926	  0.0226
  0.4880	 11.7633	  0.0237
  0.5040	 12.3606	  0.0249
  0.5200	 12.9821	  0.0262
  0.5360	 13.4143	  0.0249
  0.5520	 13.5938	  0.0210
  0.5680	 13.4657	  0.0167
  0.5840	 13.5155	  0.0144
  0.6000	 13.7597	  0.0134
  0.6160	 14.1983	  0.0131
  0.6320	 14.8337	  0.0133
  0.6480	 15.5594	  0.0137
  0.6640	 16.3645	  0.0143
  0.6800	 17.2246	  0.0152
  0.6960	 18.0328	  0.0159
  0.7120	 18.9148	  0.0171
  0.7280	 19.8369	  0.0186
  0.7440	 20.7948	  0.0205
  0.7600	 21.7738	  0.0228
  0.7760	 22.7934	  0.0257
  0.7920	 23.3629	  0.0216
