# distance (nm)	f (kT)	df (kT)
  0.0080	  2.3724	  0.0128
  0.0240	  0.6249	  0.0073
  0.0400	  0.0213	  0.0067
  0.0560	  0.0000	  0.0000
  0.0720	  0.4662	  0.0091
  0.0880	  1.3544	  0.0134
  0.1040	  2.4969	  0.0206
  0.1200	  3.5381	  0.0292
  0.1360	  4.3973	  0.0393
  0.1520	  4.9018	  0.0443
  0.1680	  5.5207	  0.0520
  0.1840	  5.9301	  0.0540
  0.2000	  6.2315	  0.0523
  0.2160	  6.4418	  0.0478
  0.2320	  6.6623	  0.0437
  0.2480	  6.8404	  0.0390
  0.2640	  7.0505	  0.0338
  0.2800	  7.2627	  0.0300
  0.2960	  7.4929	  0.0261
  0.3120	  7.7347	  0.0232
  0.3280	  8.0874	  0.0216
  0.3440	  8.5249	  0.0209
  0.3600	  8.9306	  0.0202
  0.3760	  9.4512	  0.0204
  0.3920	 10.0316	  0.0212
  0.4080	 10.5502	  0.0216
  0.4240	 11.1764	  0.0226
  0.4400	 11.8322	  0.0240
  0.4560	 12.4642	  0.0251
  0.4720	 13.1411	  0.0266
  0.4880	 13.7707	  0.0277
  0.5040	 14.3799	  0.0288
  0.5200	 14.8653	  0.0291
  0.5360	 15.0934	  0.0259
  0.5520	 15.2366	  0.0211
  0.5680	 15.4585	  0.0175
  0.5840	 15.8721	  0.0157
  0.6000	 16.4517	  0.0149
  0.6160	 17.1539	  0.0146
  0.6320	 17.9567	  0.0150
  0.6480	 18.8132	  0.0155
  0.6640	 19.7117	  0.0163
  0.6800	 20.6669	  0.0174
  0.6960	 21.5924	  0.0182
  0.7120	 22.5955	  0.0195
  0.7280	 23.6309	  0.0215
  0.7440	 24.7084	  0.0239
  0.7600	 25.8089	  0.0266
  0.7760	 26.8993	  0.0299
  0.7920	 27.5926	  0.0253
