# distance (nm)	f (kT)	df (kT)
  0.0080	  1.9161	  0.0123
  0.0240	  0.2047	  0.0066
  0.0400	  0.0000	  0.0000
  0.0560	  0.8903	  0.0070
  0.0720	  2.5560	  0.0122
  0.0880	  4.0824	  0.0234
  0.1040	  5.2342	  0.0355
  0.1200	  6.2617	  0.0488
  0.1360	  7.3184	  0.0682
  0.1520	  7.8412	  0.0770
  0.1680	  8.3733	  0.1012
  0.1840	  8.3502	  0.0950
  0.2000	  8.0931	  0.0898
  0.2160	  7.5145	  0.0798
  0.2320	  6.9856	  0.0717
  0.2480	  6.2172	  0.0589
  0.2640	  5.4500	  0.0463
  0.2800	  4.7845	  0.0380
  0.2960	  4.0998	  0.0297
  0.3120	  3.6517	  0.0252
  0.3280	  3.3175	  0.0220
  0.3440	  3.1863	  0.0205
  0.3600	  3.1101	  0.0193
  0.3760	  3.1956	  0.0192
  0.3920	  3.4123	  0.0198
  0.4080	  3.6369	  0.0202
  0.4240	  3.9675	  0.0214
  0.4400	  4.3106	  0.0228
  0.4560	  4.6344	  0.0240
  0.4720	  5.0398	  0.0258
  0.4880	  5.3864	  0.0271
  0.5040	  5.7640	  0.0288
  0.5200	  6.1930	  0.0308
  0.5360	  6.4605	  0.0307
  0.5520	  6.7537	  0.0291
  0.5680	  6.4033	  0.0209
  0.5840	  6.0138	  0.0169
  0.6000	  5.8250	  0.0150
  0.6160	  5.8842	  0.0143
  0.6320	  6.2032	  0.0144
  0.6480	  6.6614	  0.0149
  0.6640	  7.2167	  0.0157
  0.6800	  7.8591	  0.0169
  0.6960	  8.4426	  0.0178
  0.7120	  9.0853	  0.0192
  0.7280	  9.7508	  0.0209
  0.7440	 10.4333	  0.0232
  0.7600	 11.1833	  0.0261
  0.7760	 11.9559	  0.0299
  0.7920	 12.1265	  0.0232
