# distance (nm)	f (kT)	df (kT)
  0.0080	  2.0818	  0.0123
  0.0240	  0.4207	  0.0065
  0.0400	  0.0000	  0.0000
  0.0560	  0.2951	  0.0065
  0.0720	  1.2289	  0.0086
  0.0880	  2.6399	  0.0132
  0.1040	  4.0038	  0.0222
  0.1200	  4.9666	  0.0314
  0.1360	  5.8764	  0.0415
  0.1520	  6.4846	  0.0473
  0.1680	  7.1900	  0.0553
  0.1840	  7.5641	  0.0568
  0.2000	  7.8167	  0.0549
  0.2160	  7.9605	  0.0491
  0.2320	  8.1293	  0.0446
  0.2480	  8.2344	  0.0388
  0.2640	  8.2671	  0.0325
  0.2800	  8.3915	  0.0279
  0.2960	  8.4917	  0.0235
  0.3120	  8.6845	  0.0206
  0.3280	  8.9598	  0.0187
  0.3440	  9.3497	  0.0179
  0.3600	  9.7423	  0.0171
  0.3760	 10.2654	  0.0172
  0.3920	 10.8572	  0.0177
  0.4080	 11.4106	  0.0180
  0.4240	 12.0618	  0.0190
  0.4400	 12.7451	  0.0202
  0.4560	 13.3963	  0.0211
  0.4720	 14.1122	  0.0225
  0.4880	 14.7943	  0.0236
  0.5040	 15.4838	  0.0245
  0.5200	 16.1794	  0.0255
  0.5360	 16.6233	  0.0232
  0.5520	 16.7878	  0.0197
  0.5680	 16.8560	  0.0160
  0.5840	 17.1261	  0.0142
  0.6000	 17.5850	  0.0133
  0.6160	 18.2090	  0.0130
  0.6320	 18.9955	  0.0133
  0.6480	 19.8486	  0.0137
  0.6640	 20.7745	  0.0143
  0.6800	 21.7463	  0.0152
  0.6960	 22.6704	  0.0159
  0.7120	 23.6731	  0.0170
  0.7280	 24.7265	  0.0185
  0.7440	 25.8193	  0.0204
  0.7600	 26.9123	  0.0226
  0.7760	 28.0412	  0.0255
  0.7920	 28.7836	  0.0221
