# distance (nm)	f (kT)	df (kT)
  0.0080	 18.4259	  0.0190
  0.0240	 16.0013	  0.0159
  0.0400	 14.7463	  0.0155
  0.0560	 14.1932	  0.0157
  0.0720	 14.2708	  0.0165
  0.0880	 14.8015	  0.0193
  0.1040	 15.2478	  0.0265
  0.1200	 15.2956	  0.0345
  0.1360	 15.2865	  0.0440
  0.1520	 14.9811	  0.0495
  0.1680	 14.7570	  0.0577
  0.1840	 14.2438	  0.0589
  0.2000	 13.6290	  0.0564
  0.2160	 12.8332	  0.0511
  0.2320	 12.1016	  0.0465
  0.2480	 11.3253	  0.0409
  0.2640	 10.4539	  0.0347
  0.2800	  9.6801	  0.0304
  0.2960	  8.8891	  0.0263
  0.3120	  8.1787	  0.0236
  0.3280	  7.5667	  0.0219
  0.3440	  7.0621	  0.0211
  0.3600	  6.5650	  0.0203
  0.3760	  6.1996	  0.0202
  0.3920	  5.8845	  0.0206
  0.4080	  5.5513	  0.0208
  0.4240	  5.3069	  0.0215
  0.4400	  5.0945	  0.0224
  0.4560	  4.8544	  0.0231
  0.4720	  4.6628	  0.0243
  0.4880	  4.4496	  0.0251
  0.5040	  4.2417	  0.0259
  0.5200	  4.0411	  0.0266
  0.5360	  3.5587	  0.0245
  0.5520	  2.8081	  0.0211
  0.5680	  1.9868	  0.0177
  0.5840	  1.3787	  0.0159
  0.6000	  0.9477	  0.0150
  0.6160	  0.6884	  0.0147
  0.6320	  0.5836	  0.0147
  0.6480	  0.5436	  0.0150
  0.6640	  0.5757	  0.0154
  0.6800	  0.6491	  0.0161
  0.6960	  0.6789	  0.0167
  0.7120	  0.7886	  0.0176
  0.7280	  0.9488	  0.0189
  0.7440	  1.1522	  0.0206
  0.7600	  1.3419	  0.0227
  0.7760	  1.5715	  0.0254
  0.7920	  0.0000	  0.0000
