# distance (nm)	f (kT)	df (kT)
  0.0080	  3.5296	  0.0198
  0.0240	  1.8442	  0.0158
  0.0400	  1.3408	  0.0155
  0.0560	  1.4727	  0.0158
  0.0720	  2.1547	  0.0169
  0.0880	  3.2989	  0.0200
  0.1040	  4.5301	  0.0271
  0.1200	  5.3852	  0.0366
  0.1360	  6.0997	  0.0472
  0.1520	  6.4336	  0.0520
  0.1680	  6.8498	  0.0599
  0.1840	  7.0487	  0.0618
  0.2000	  7.0082	  0.0591
  0.2160	  6.8809	  0.0533
  0.2320	  6.7838	  0.0488
  0.2480	  6.5738	  0.0426
  0.2640	  6.3103	  0.0367
  0.2800	  6.1027	  0.0323
  0.2960	  5.8707	  0.0284
  0.3120	  5.6526	  0.0255
  0.3280	  5.5239	  0.0238
  0.3440	  5.4879	  0.0231
  0.3600	  5.4214	  0.0224
  0.3760	  5.4774	  0.0225
  0.3920	  5.5557	  0.0229
  0.4080	  5.5775	  0.0232
  0.4240	  5.7026	  0.0239
  0.4400	  5.8319	  0.0250
  0.4560	  5.9164	  0.0257
  0.4720	  6.0554	  0.0270
  0.4880	  6.1195	  0.0279
  0.5040	  6.1611	  0.0289
  0.5200	  6.1807	  0.0294
  0.5360	  5.8943	  0.0275
  0.5520	  5.3160	  0.0241
  0.5680	  4.7168	  0.0210
  0.5840	  4.3038	  0.0195
  0.6000	  4.0505	  0.0188
  0.6160	  3.9365	  0.0186
  0.6320	  3.9180	  0.0187
  0.6480	  3.9400	  0.0190
  0.6640	  4.0092	  0.0196
  0.6800	  4.1247	  0.0203
  0.6960	  4.1649	  0.0210
  0.7120	  4.2783	  0.0220
  0.7280	  4.4264	  0.0233
  0.7440	  4.6099	  0.0251
  0.7600	  4.7932	  0.0274
  0.7760	  4.9606	  0.0301
  0.7920	  0.0000	  0.0000
