# distance (nm)	f (kT)	df (kT)
  0.0080	  2.6206	  0.0123
  0.0240	  0.6467	  0.0065
  0.0400	  0.0000	  0.0000
  0.0560	  0.2365	  0.0065
  0.0720	  1.2408	  0.0092
  0.0880	  2.4911	  0.0172
  0.1040	  3.3242	  0.0277
  0.1200	  3.9093	  0.0375
  0.1360	  4.5225	  0.0505
  0.1520	  4.7296	  0.0576
  0.1680	  5.0234	  0.0700
  0.1840	  4.8702	  0.0703
  0.2000	  4.5749	  0.0667
  0.2160	  4.0526	  0.0590
  0.2320	  3.5900	  0.0532
  0.2480	  3.0036	  0.0460
  0.2640	  2.3383	  0.0369
  0.2800	  1.7853	  0.0309
  0.2960	  1.2033	  0.0253
  0.3120	  0.7796	  0.0217
  0.3280	  0.4492	  0.0193
  0.3440	  0.2723	  0.0182
  0.3600	  0.1214	  0.0173
  0.3760	  0.1166	  0.0174
  0.3920	  0.2006	  0.0179
  0.4080	  0.2763	  0.0183
  0.4240	  0.4442	  0.0193
  0.4400	  0.6405	  0.0205
  0.4560	  0.8086	  0.0215
  0.4720	  1.0462	  0.0230
  0.4880	  1.2409	  0.0241
  0.5040	  1.4650	  0.0254
  0.5200	  1.7209	  0.0269
  0.5360	  1.8006	  0.0260
  0.5520	  1.6778	  0.0221
  0.5680	  1.1468	  0.0172
  0.5840	  0.7726	  0.0147
  0.6000	  0.5923	  0.0136
  0.6160	  0.6228	  0.0132
  0.6320	  0.8638	  0.0133
  0.6480	  1.2063	  0.0138
  0.6640	  1.6306	  0.0144
  0.6800	  2.1151	  0.0154
  0.6960	  2.5471	  0.0161
  0.7120	  3.0493	  0.0172
  0.7280	  3.5872	  0.0188
  0.7440	  4.1591	  0.0207
  0.7600	  4.7601	  0.0230
  0.7760	  5.4001	  0.0261
  0.7920	  5.2540	  0.0191
