# distance (nm)	f (kT)	df (kT)
  0.0080	  2.6511	  0.0123
  0.0240	  0.7024	  0.0065
  0.0400	  0.0000	  0.0000
  0.0560	  0.0608	  0.0065
  0.0720	  0.8078	  0.0086
  0.0880	  1.9875	  0.0140
  0.1040	  2.9527	  0.0239
  0.1200	  3.5445	  0.0329
  0.1360	  4.1258	  0.0436
  0.1520	  4.3803	  0.0498
  0.1680	  4.7261	  0.0588
  0.1840	  4.7117	  0.0599
  0.2000	  4.5752	  0.0573
  0.2160	  4.2807	  0.0514
  0.2320	  4.0321	  0.0464
  0.2480	  3.7117	  0.0405
  0.2640	  3.2981	  0.0333
  0.2800	  2.9907	  0.0284
  0.2960	  2.6572	  0.0237
  0.3120	  2.4337	  0.0206
  0.3280	  2.2989	  0.0186
  0.3440	  2.2890	  0.0177
  0.3600	  2.2909	  0.0168
  0.3760	  2.4281	  0.0169
  0.3920	  2.6355	  0.0174
  0.4080	  2.8191	  0.0178
  0.4240	  3.0950	  0.0188
  0.4400	  3.4034	  0.0199
  0.4560	  3.6811	  0.0208
  0.4720	  4.0218	  0.0222
  0.4880	  4.3282	  0.0232
  0.5040	  4.6529	  0.0243
  0.5200	  4.9959	  0.0255
  0.5360	  5.1121	  0.0236
  0.5520	  4.9439	  0.0200
  0.5680	  4.5907	  0.0161
  0.5840	  4.4371	  0.0141
  0.6000	  4.4716	  0.0132
  0.6160	  4.6885	  0.0129
  0.6320	  5.0822	  0.0131
  0.6480	  5.5535	  0.0135
  0.6640	  6.1001	  0.0142
  0.6800	  6.6947	  0.0150
  0.6960	  7.2409	  0.0157
  0.7120	  7.8633	  0.0168
  0.7280	  8.5334	  0.0182
  0.7440	  9.2417	  0.0201
  0.7600	  9.9547	  0.0223
  0.7760	 10.7084	  0.0251
  0.7920	 10.8031	  0.0193
