# distance (nm)	f (kT)	df (kT)
  0.0080	  1.4522	  0.0125
  0.0240	  0.0000	  0.0000
  0.0400	  0.0245	  0.0066
  0.0560	  1.0783	  0.0074
  0.0720	  2.9501	  0.0113
  0.0880	  4.8307	  0.0216
  0.1040	  6.2790	  0.0331
  0.1200	  7.5789	  0.0450
  0.1360	  8.9163	  0.0620
  0.1520	  9.7599	  0.0703
  0.1680	 10.6816	  0.0884
  0.1840	 11.0309	  0.0855
  0.2000	 11.1680	  0.0811
  0.2160	 11.0701	  0.0719
  0.2320	 11.0047	  0.0639
  0.2480	 10.7321	  0.0540
  0.2640	 10.4373	  0.0426
  0.2800	 10.2523	  0.0352
  0.2960	 10.0274	  0.0283
  0.3120	 10.0210	  0.0241
  0.3280	 10.1144	  0.0213
  0.3440	 10.3962	  0.0200
  0.3600	 10.7205	  0.0189
  0.3760	 11.1962	  0.0189
  0.3920	 11.8014	  0.0195
  0.4080	 12.3990	  0.0199
  0.4240	 13.1008	  0.0210
  0.4400	 13.8193	  0.0224
  0.4560	 14.5169	  0.0235
  0.4720	 15.2991	  0.0252
  0.4880	 16.0232	  0.0264
  0.5040	 16.7793	  0.0280
  0.5200	 17.5805	  0.0298
  0.5360	 18.2190	  0.0297
  0.5520	 18.8283	  0.0270
  0.5680	 18.8318	  0.0198
  0.5840	 18.8652	  0.0165
  0.6000	 19.1012	  0.0149
  0.6160	 19.5688	  0.0143
  0.6320	 20.2854	  0.0145
  0.6480	 21.1295	  0.0149
  0.6640	 22.0670	  0.0157
  0.6800	 23.0840	  0.0168
  0.6960	 24.0427	  0.0176
  0.7120	 25.0668	  0.0189
  0.7280	 26.1115	  0.0206
  0.7440	 27.1799	  0.0228
  0.7600	 28.3103	  0.0255
  0.7760	 29.4700	  0.0291
  0.7920	 30.2734	  0.0256
