# distance (nm)	f (kT)	df (kT)
  0.0080	  2.3140	  0.0012
  0.0240	  0.5006	  0.0007
  0.0400	  0.0000	  0.0000
  0.0560	  0.3237	  0.0006
  0.0720	  1.3757	  0.0009
  0.0880	  2.8047	  0.0015
  0.1040	  3.9076	  0.0026
  0.1200	  4.7233	  0.0036
  0.1360	  5.4090	  0.0046
  0.1520	  5.9342	  0.0055
  0.1680	  6.2935	  0.0061
  0.1840	  6.4748	  0.0063
  0.2000	  6.4680	  0.0061
  0.2160	  6.3528	  0.0057
  0.2320	  6.1190	  0.0050
  0.2480	  5.8283	  0.0042
  0.2640	  5.5189	  0.0035
  0.2800	  5.2514	  0.0029
  0.2960	  5.0333	  0.0024
  0.3120	  4.9062	  0.0021
  0.3280	  4.8727	  0.0019
  0.3440	  4.9342	  0.0018
  0.3600	  5.0902	  0.0017
  0.3760	  5.3265	  0.0017
  0.3920	  5.6356	  0.0017
  0.4080	  5.9926	  0.0018
  0.4240	  6.3974	  0.0019
  0.4400	  6.8287	  0.0020
  0.4560	  7.2749	  0.0021
  0.4720	  7.7416	  0.0023
  0.4880	  8.2083	  0.0024
  0.5040	  8.6682	  0.0025
  0.5200	  9.1219	  0.0026
  0.5360	  9.4590	  0.0025
  0.5520	  9.4751	  0.0021
  0.5680	  9.2689	  0.0017
  0.5840	  9.1662	  0.0014
  0.6000	  9.2785	  0.0013
  0.6160	  9.6012	  0.0013
  0.6320	 10.0919	  0.0013
  0.6480	 10.7041	  0.0014
  0.6640	 11.3826	  0.0014
  0.6800	 12.0884	  0.0015
  0.6960	 12.8092	  0.0016
  0.7120	 13.5491	  0.0017
  0.7280	 14.3324	  0.0018
  0.7440	 15.1676	  0.0020
  0.7600	 16.0416	  0.0023
  0.7760	 16.9230	  0.0026
  0.7920	 17.2639	  0.0021
