# distance (nm)	f (kT)	df (kT)
  0.0080	  1.4608	  0.0014
  0.0240	  0.0000	  0.0000
  0.0400	  0.0140	  0.0008
  0.0560	  1.0279	  0.0008
  0.0720	  2.8431	  0.0013
  0.0880	  4.6433	  0.0025
  0.1040	  6.0133	  0.0038
  0.1200	  7.2118	  0.0053
  0.1360	  8.2413	  0.0068
  0.1520	  9.0091	  0.0082
  0.1680	  9.4936	  0.0091
  0.1840	  9.6958	  0.0094
  0.2000	  9.5906	  0.0089
  0.2160	  9.2880	  0.0081
  0.2320	  8.7925	  0.0069
  0.2480	  8.1927	  0.0057
  0.2640	  7.5526	  0.0046
  0.2800	  6.9511	  0.0037
  0.2960	  6.4046	  0.0030
  0.3120	  5.9668	  0.0025
  0.3280	  5.6413	  0.0022
  0.3440	  5.4280	  0.0021
  0.3600	  5.3286	  0.0020
  0.3760	  5.3186	  0.0020
  0.3920	  5.3895	  0.0020
  0.4080	  5.5063	  0.0021
  0.4240	  5.6635	  0.0022
  0.4400	  5.8378	  0.0023
  0.4560	  6.0131	  0.0024
  0.4720	  6.1916	  0.0026
  0.4880	  6.3511	  0.0028
  0.5040	  6.4774	  0.0029
  0.5200	  6.5858	  0.0031
  0.5360	  6.6270	  0.0031
  0.5520	  6.4262	  0.0028
  0.5680	  5.7811	  0.0021
  0.5840	  5.0693	  0.0017
  0.6000	  4.5574	  0.0016
  0.6160	  4.2698	  0.0015
  0.6320	  4.1679	  0.0015
  0.6480	  4.2001	  0.0016
  0.6640	  4.3003	  0.0016
  0.6800	  4.4229	  0.0017
  0.6960	  4.5436	  0.0019
  0.7120	  4.6573	  0.0020
  0.7280	  4.7914	  0.0022
  0.7440	  4.9769	  0.0024
  0.7600	  5.2080	  0.0027
  0.7760	  5.4457	  0.0031
  0.7920	  0.6529	  0.0018
