# distance (nm)	f (kT)	df (kT)
  0.0080	  2.1814	  0.0012
  0.0240	  0.4103	  0.0007
  0.0400	  0.0000	  0.0000
  0.0560	  0.4760	  0.0007
  0.0720	  1.7224	  0.0009
  0.0880	  3.2360	  0.0017
  0.1040	  4.3492	  0.0028
  0.1200	  5.2383	  0.0039
  0.1360	  5.9977	  0.0050
  0.1520	  6.5775	  0.0060
  0.1680	  6.9670	  0.0067
  0.1840	  7.1534	  0.0069
  0.2000	  7.1250	  0.0066
  0.2160	  6.9674	  0.0061
  0.2320	  6.6756	  0.0053
  0.2480	  6.3178	  0.0045
  0.2640	  5.9400	  0.0037
  0.2800	  5.6087	  0.0030
  0.2960	  5.3351	  0.0025
  0.3120	  5.1633	  0.0022
  0.3280	  5.0962	  0.0020
  0.3440	  5.1344	  0.0018
  0.3600	  5.2781	  0.0018
  0.3760	  5.5091	  0.0017
  0.3920	  5.8206	  0.0018
  0.4080	  6.1840	  0.0018
  0.4240	  6.5970	  0.0019
  0.4400	  7.0387	  0.0020
  0.4560	  7.4965	  0.0022
  0.4720	  7.9743	  0.0023
  0.4880	  8.4523	  0.0024
  0.5040	  8.9220	  0.0026
  0.5200	  9.3907	  0.0027
  0.5360	  9.7779	  0.0026
  0.5520	  9.8673	  0.0022
  0.5680	  9.6538	  0.0017
  0.5840	  9.5038	  0.0015
  0.6000	  9.5734	  0.0014
  0.6160	  9.8664	  0.0013
  0.6320	 10.3420	  0.0013
  0.6480	 10.9510	  0.0014
  0.6640	 11.6342	  0.0015
  0.6800	 12.3486	  0.0015
  0.6960	 13.0766	  0.0016
  0.7120	 13.8186	  0.0017
  0.7280	 14.5995	  0.0019
  0.7440	 15.4349	  0.0021
  0.7600	 16.3139	  0.0023
  0.7760	 17.2015	  0.0026
  0.7920	 17.5558	  0.0021
