# distance (nm)	f (kT)	df (kT)
  0.0080	  1.5928	  0.0012
  0.0240	  0.0784	  0.0007
  0.0400	  0.0000	  0.0000
  0.0560	  0.8779	  0.0007
  0.0720	  2.5638	  0.0010
  0.0880	  4.3965	  0.0019
  0.1040	  5.8109	  0.0030
  0.1200	  7.0485	  0.0042
  0.1360	  8.1496	  0.0055
  0.1520	  9.0508	  0.0066
  0.1680	  9.7352	  0.0074
  0.1840	 10.1860	  0.0077
  0.2000	 10.3935	  0.0073
  0.2160	 10.4467	  0.0067
  0.2320	 10.3479	  0.0058
  0.2480	 10.1710	  0.0048
  0.2640	  9.9724	  0.0040
  0.2800	  9.8247	  0.0032
  0.2960	  9.7432	  0.0027
  0.3120	  9.7755	  0.0023
  0.3280	  9.9248	  0.0020
  0.3440	 10.1908	  0.0019
  0.3600	 10.5745	  0.0018
  0.3760	 11.0534	  0.0018
  0.3920	 11.6216	  0.0018
  0.4080	 12.2461	  0.0019
  0.4240	 12.9229	  0.0020
  0.4400	 13.6307	  0.0021
  0.4560	 14.3563	  0.0023
  0.4720	 15.1019	  0.0024
  0.4880	 15.8471	  0.0026
  0.5040	 16.5829	  0.0027
  0.5200	 17.3208	  0.0028
  0.5360	 18.0037	  0.0028
  0.5520	 18.4348	  0.0024
  0.5680	 18.4904	  0.0019
  0.5840	 18.5479	  0.0015
  0.6000	 18.8256	  0.0014
  0.6160	 19.3396	  0.0014
  0.6320	 20.0517	  0.0014
  0.6480	 20.9107	  0.0014
  0.6640	 21.8533	  0.0015
  0.6800	 22.8320	  0.0016
  0.6960	 23.8244	  0.0017
  0.7120	 24.8257	  0.0018
  0.7280	 25.8596	  0.0020
  0.7440	 26.9498	  0.0022
  0.7600	 28.0892	  0.0024
  0.7760	 29.2389	  0.0028
  0.7920	 30.0154	  0.0024
