# distance (nm)	f (kT)	df (kT)
  0.0080	 14.7306	  0.0020
  0.0240	 12.2898	  0.0016
  0.0400	 10.9095	  0.0016
  0.0560	 10.0664	  0.0016
  0.0720	  9.6490	  0.0017
  0.0880	  9.6172	  0.0020
  0.1040	  9.8695	  0.0027
  0.1200	 10.1468	  0.0036
  0.1360	 10.1953	  0.0045
  0.1520	 10.0185	  0.0051
  0.1680	  9.7209	  0.0055
  0.1840	  9.3500	  0.0057
  0.2000	  8.8925	  0.0056
  0.2160	  8.4102	  0.0054
  0.2320	  7.8767	  0.0049
  0.2480	  7.3285	  0.0044
  0.2640	  6.7774	  0.0039
  0.2800	  6.2470	  0.0035
  0.2960	  5.7375	  0.0032
  0.3120	  5.2799	  0.0029
  0.3280	  4.8620	  0.0027
  0.3440	  4.4992	  0.0027
  0.3600	  4.1796	  0.0026
  0.3760	  3.9113	  0.0026
  0.3920	  3.6819	  0.0027
  0.4080	  3.4805	  0.0027
  0.4240	  3.3120	  0.0028
  0.4400	  3.1673	  0.0030
  0.4560	  3.0224	  0.0031
  0.4720	  2.9009	  0.0033
  0.4880	  2.7611	  0.0034
  0.5040	  2.5383	  0.0037
  0.5200	  2.1260	  0.0036
  0.5360	  1.5421	  0.0030
  0.5520	  0.9705	  0.0025
  0.5680	  0.5152	  0.0021
  0.5840	  0.2121	  0.0019
  0.6000	  0.0472	  0.0018
  0.6160	  0.0000	  0.0000
  0.6320	  0.0374	  0.0018
  0.6480	  0.1315	  0.0019
  0.6640	  0.2584	  0.0020
  0.6800	  0.4059	  0.0021
  0.6960	  0.5986	  0.0022
  0.7120	  0.8306	  0.0023
  0.7280	  1.0985	  0.0025
  0.7440	  1.4024	  0.0028
  0.7600	  1.7188	  0.0032
  0.7760	  2.0367	  0.0036
  0.7920	  0.9423	  0.0022
