# distance (nm)	f (kT)	df (kT)
  0.0080	  2.2093	  0.0012
  0.0240	  0.4645	  0.0007
  0.0400	  0.0000	  0.0000
  0.0560	  0.3042	  0.0006
  0.0720	  1.2882	  0.0009
  0.0880	  2.7255	  0.0014
  0.1040	  3.9691	  0.0024
  0.1200	  4.8631	  0.0034
  0.1360	  5.6132	  0.0043
  0.1520	  6.2188	  0.0051
  0.1680	  6.6800	  0.0057
  0.1840	  6.9853	  0.0059
  0.2000	  7.1264	  0.0057
  0.2160	  7.1769	  0.0053
  0.2320	  7.1228	  0.0047
  0.2480	  7.0196	  0.0040
  0.2640	  6.8989	  0.0033
  0.2800	  6.8158	  0.0028
  0.2960	  6.7748	  0.0024
  0.3120	  6.8149	  0.0021
  0.3280	  6.9384	  0.0019
  0.3440	  7.1478	  0.0018
  0.3600	  7.4416	  0.0017
  0.3760	  7.8095	  0.0017
  0.3920	  8.2433	  0.0017
  0.4080	  8.7212	  0.0018
  0.4240	  9.2454	  0.0019
  0.4400	  9.7942	  0.0020
  0.4560	 10.3568	  0.0021
  0.4720	 10.9406	  0.0022
  0.4880	 11.5237	  0.0024
  0.5040	 12.1016	  0.0025
  0.5200	 12.6635	  0.0025
  0.5360	 13.0666	  0.0024
  0.5520	 13.1516	  0.0020
  0.5680	 13.0942	  0.0016
  0.5840	 13.1663	  0.0014
  0.6000	 13.4471	  0.0013
  0.6160	 13.9243	  0.0013
  0.6320	 14.5555	  0.0013
  0.6480	 15.2972	  0.0014
  0.6640	 16.0984	  0.0014
  0.6800	 16.9234	  0.0015
  0.6960	 17.7660	  0.0016
  0.7120	 18.6328	  0.0017
  0.7280	 19.5457	  0.0018
  0.7440	 20.5079	  0.0020
  0.7600	 21.5045	  0.0023
  0.7760	 22.5073	  0.0025
  0.7920	 23.0500	  0.0021
