# distance (nm)	f (kT)	df (kT)
  0.0080	  8.5094	  0.0017
  0.0240	  6.2626	  0.0014
  0.0400	  5.1765	  0.0013
  0.0560	  4.7502	  0.0014
  0.0720	  4.8944	  0.0015
  0.0880	  5.5133	  0.0017
  0.1040	  6.2128	  0.0024
  0.1200	  6.5699	  0.0033
  0.1360	  6.7059	  0.0041
  0.1520	  6.7100	  0.0048
  0.1680	  6.5996	  0.0052
  0.1840	  6.3750	  0.0054
  0.2000	  6.0253	  0.0053
  0.2160	  5.6169	  0.0049
  0.2320	  5.1263	  0.0044
  0.2480	  4.6067	  0.0039
  0.2640	  4.0740	  0.0033
  0.2800	  3.5729	  0.0029
  0.2960	  3.1041	  0.0025
  0.3120	  2.7013	  0.0022
  0.3280	  2.3631	  0.0021
  0.3440	  2.0971	  0.0020
  0.3600	  1.8956	  0.0019
  0.3760	  1.7578	  0.0019
  0.3920	  1.6728	  0.0019
  0.4080	  1.6249	  0.0020
  0.4240	  1.6188	  0.0020
  0.4400	  1.6353	  0.0021
  0.4560	  1.6607	  0.0022
  0.4720	  1.7077	  0.0023
  0.4880	  1.7541	  0.0024
  0.5040	  1.7903	  0.0025
  0.5200	  1.7567	  0.0025
  0.5360	  1.4711	  0.0023
  0.5520	  0.9660	  0.0019
  0.5680	  0.4731	  0.0016
  0.5840	  0.1423	  0.0014
  0.6000	  0.0000	  0.0000
  0.6160	  0.0218	  0.0013
  0.6320	  0.1673	  0.0013
  0.6480	  0.3996	  0.0013
  0.6640	  0.6757	  0.0014
  0.6800	  0.9711	  0.0015
  0.6960	  1.2933	  0.0016
  0.7120	  1.6500	  0.0017
  0.7280	  2.0533	  0.0018
  0.7440	  2.5002	  0.0020
  0.7600	  2.9716	  0.0022
  0.7760	  3.4461	  0.0025
  0.7920	  2.8832	  0.0017
