# distance (nm)	f (kT)	df (kT)
  0.0080	  4.8116	  0.0019
  0.0240	  2.6177	  0.0016
  0.0400	  1.5315	  0.0015
  0.0560	  1.0228	  0.0016
  0.0720	  0.9854	  0.0017
  0.0880	  1.3735	  0.0019
  0.1040	  2.0263	  0.0025
  0.1200	  2.5768	  0.0033
  0.1360	  2.8400	  0.0041
  0.1520	  2.9198	  0.0047
  0.1680	  2.8964	  0.0052
  0.1840	  2.7891	  0.0054
  0.2000	  2.5846	  0.0053
  0.2160	  2.3454	  0.0050
  0.2320	  2.0451	  0.0045
  0.2480	  1.7255	  0.0040
  0.2640	  1.3987	  0.0035
  0.2800	  1.0967	  0.0031
  0.2960	  0.8184	  0.0028
  0.3120	  0.5950	  0.0026
  0.3280	  0.4195	  0.0024
  0.3440	  0.3045	  0.0023
  0.3600	  0.2392	  0.0023
  0.3760	  0.2280	  0.0023
  0.3920	  0.2609	  0.0023
  0.4080	  0.3240	  0.0023
  0.4240	  0.4250	  0.0024
  0.4400	  0.5475	  0.0025
  0.4560	  0.6739	  0.0026
  0.4720	  0.8238	  0.0028
  0.4880	  0.9673	  0.0029
  0.5040	  1.0683	  0.0030
  0.5200	  1.0110	  0.0030
  0.5360	  0.7181	  0.0026
  0.5520	  0.3620	  0.0022
  0.5680	  0.1009	  0.0019
  0.5840	  0.0000	  0.0000
  0.6000	  0.0570	  0.0016
  0.6160	  0.2475	  0.0016
  0.6320	  0.5351	  0.0016
  0.6480	  0.8900	  0.0017
  0.6640	  1.2793	  0.0017
  0.6800	  1.6884	  0.0018
  0.6960	  2.1362	  0.0019
  0.7120	  2.6228	  0.0020
  0.7280	  3.1504	  0.0022
  0.7440	  3.7172	  0.0024
  0.7600	  4.3002	  0.0027
  0.7760	  4.8849	  0.0030
  0.7920	  4.6084	  0.0022
