# distance (nm)	f (kT)	df (kT)
  0.0020	 10.8453	  0.4520
  0.0060	  7.7877	  0.1188
  0.0100	  6.7587	  0.0891
  0.0140	  6.0975	  0.0786
  0.0180	  5.5069	  0.0726
  0.0220	  5.0587	  0.0696
  0.0260	  4.6901	  0.0677
  0.0300	  4.3543	  0.0664
  0.0340	  4.2372	  0.0663
  0.0380	  4.1348	  0.0663
  0.0420	  4.0293	  0.0661
  0.0460	  3.9754	  0.0662
  0.0500	  4.0253	  0.0668
  0.0540	  4.1312	  0.0677
  0.0580	  4.1934	  0.0683
  0.0620	  4.4373	  0.0704
  0.0660	  4.7490	  0.0737
  0.0700	  4.9653	  0.0770
  0.0740	  5.3105	  0.0825
  0.0780	  5.5315	  0.0897
  0.0820	  6.0124	  0.1071
  0.0860	  5.9590	  0.1100
  0.0900	  6.3118	  0.1289
  0.0940	  6.5923	  0.1560
  0.0980	  6.5150	  0.1567
  0.1020	  6.9230	  0.1885
  0.1060	  6.9241	  0.1961
  0.1100	  7.1941	  0.2165
  0.1140	  7.2780	  0.2320
  0.1180	  6.9138	  0.1932
  0.1220	  7.6674	  0.2779
  0.1260	  7.5942	  0.2822
  0.1300	  8.0410	  0.3526
  0.1340	  7.4402	  0.2820
  0.1380	  8.1085	  0.3668
  0.1420	  8.9998	  0.4661
  0.1460	  7.4051	  0.2909
  0.1500	  8.2432	  0.3832
  0.1540	  8.6018	  0.3951
  0.1580	  8.2975	  0.3975
  0.1620	  7.9232	  0.3858
  0.1660	  9.8792	  0.5365
  0.1700	  8.1814	  0.4665
  0.1740	  7.8511	  0.3845
  0.1780	  7.8987	  0.4110
  0.1820	  8.8753	  0.7065
  0.1860	  7.7186	  0.4724
  0.1900	  7.6772	  0.4094
  0.1940	  7.2826	  0.3824
  0.1980	  7.4167	  0.4538
  0.2020	  7.3591	  0.3867
  0.2060	  7.7484	  0.4748
  0.2100	  6.6561	  0.3610
  0.2140	  7.0358	  0.4491
  0.2180	  7.2961	  0.4652
  0.2220	  6.4959	  0.3604
  0.2260	  6.6016	  0.3870
  0.2300	  6.2564	  0.3588
  0.2340	  6.3366	  0.3610
  0.2380	  5.9477	  0.3383
  0.2420	  5.9110	  0.3705
  0.2460	  5.3100	  0.2673
  0.2500	  6.0831	  0.4035
  0.2540	  5.0072	  0.2667
  0.2580	  4.6946	  0.2347
  0.2620	  4.4520	  0.2136
  0.2660	  4.8069	  0.2711
  0.2700	  4.5741	  0.2466
  0.2740	  4.4747	  0.2539
  0.2780	  4.1557	  0.2152
  0.2820	  4.2526	  0.2309
  0.2860	  4.0765	  0.2157
  0.2900	  3.4901	  0.1752
  0.2940	  3.3373	  0.1671
  0.2980	  3.4414	  0.1847
  0.3020	  2.8946	  0.1461
  0.3060	  3.2129	  0.1726
  0.3100	  2.7797	  0.1441
  0.3140	  2.7840	  0.1491
  0.3180	  2.5423	  0.1382
  0.3220	  2.5458	  0.1419
  0.3260	  2.2888	  0.1302
  0.3300	  2.2300	  0.1304
  0.3340	  2.1431	  0.1277
  0.3380	  2.1771	  0.1295
  0.3420	  1.7685	  0.1131
  0.3460	  1.6687	  0.1106
  0.3500	  1.8580	  0.1204
  0.3540	  1.7370	  0.1166
  0.3580	  1.7958	  0.1194
  0.3620	  1.6463	  0.1152
  0.3660	  1.3729	  0.1060
  0.3700	  1.3564	  0.1060
  0.3740	  1.4490	  0.1108
  0.3780	  1.5185	  0.1145
  0.3820	  1.4252	  0.1127
  0.3860	  1.4474	  0.1148
  0.3900	  1.5119	  0.1177
  0.3940	  1.6085	  0.1241
  0.3980	  1.3944	  0.1151
  0.4020	  1.4328	  0.1185
  0.4060	  1.2627	  0.1112
  0.4100	  1.2416	  0.1114
  0.4140	  1.5257	  0.1257
  0.4180	  1.4666	  0.1237
  0.4220	  1.3847	  0.1201
  0.4260	  1.6124	  0.1324
  0.4300	  1.4107	  0.1241
  0.4340	  1.4672	  0.1290
  0.4380	  1.4553	  0.1278
  0.4420	  1.7538	  0.1466
  0.4460	  1.3277	  0.1217
  0.4500	  1.3614	  0.1270
  0.4540	  1.3984	  0.1283
  0.4580	  1.6280	  0.1401
  0.4620	  1.7122	  0.1471
  0.4660	  1.7503	  0.1510
  0.4700	  1.6723	  0.1451
  0.4740	  1.9569	  0.1644
  0.4780	  1.6787	  0.1490
  0.4820	  1.6433	  0.1466
  0.4860	  1.8508	  0.1619
  0.4900	  1.8041	  0.1563
  0.4940	  1.7167	  0.1520
  0.4980	  1.9127	  0.1674
  0.5020	  1.7045	  0.1509
  0.5060	  1.8796	  0.1650
  0.5100	  1.9268	  0.1697
  0.5140	  1.8938	  0.1644
  0.5180	  1.7310	  0.1542
  0.5220	  1.7244	  0.1541
  0.5260	  1.9862	  0.1710
  0.5300	  1.8321	  0.1593
  0.5340	  2.2766	  0.1937
  0.5380	  2.0451	  0.1742
  0.5420	  1.9141	  0.1607
  0.5460	  2.0335	  0.1663
  0.5500	  1.7045	  0.1417
  0.5540	  1.6176	  0.1404
  0.5580	  1.2956	  0.1213
  0.5620	  1.3100	  0.1219
  0.5660	  1.0056	  0.1067
  0.5700	  0.8988	  0.1034
  0.5740	  0.7506	  0.0990
  0.5780	  0.5638	  0.0921
  0.5820	  0.5346	  0.0922
  0.5860	  0.4893	  0.0911
  0.5900	  0.2431	  0.0842
  0.5940	  0.3149	  0.0856
  0.5980	  0.1939	  0.0820
  0.6020	  0.0384	  0.0788
  0.6060	  0.1582	  0.0814
  0.6100	  0.0667	  0.0788
  0.6140	  0.0591	  0.0782
  0.6180	  0.0000	  0.0000
  0.6220	  0.0926	  0.0785
  0.6260	  0.1843	  0.0798
  0.6300	  0.2293	  0.0804
  0.6340	  0.1463	  0.0782
  0.6380	  0.2517	  0.0797
  0.6420	  0.2814	  0.0799
  0.6460	  0.3160	  0.0801
  0.6500	  0.3896	  0.0810
  0.6540	  0.5613	  0.0841
  0.6580	  0.6858	  0.0868
  0.6620	  0.6396	  0.0842
  0.6660	  0.7391	  0.0862
  0.6700	  0.7598	  0.0860
  0.6740	  0.8473	  0.0869
  0.6780	  1.0576	  0.0920
  0.6820	  1.0165	  0.0901
  0.6860	  1.1795	  0.0932
  0.6900	  1.2050	  0.0929
  0.6940	  1.4337	  0.0994
  0.6980	  1.4906	  0.1004
  0.7020	  1.5052	  0.0987
  0.7060	  1.5121	  0.0976
  0.7100	  1.7211	  0.1029
  0.7140	  1.8038	  0.1057
  0.7180	  1.8042	  0.1037
  0.7220	  1.7808	  0.1015
  0.7260	  1.9972	  0.1081
  0.7300	  2.1824	  0.1145
  0.7340	  2.1614	  0.1116
  0.7380	  2.3309	  0.1172
  0.7420	  2.5340	  0.1240
  0.7460	  2.8083	  0.1363
  0.7500	  3.0067	  0.1446
  0.7540	  2.8236	  0.1328
  0.7580	  3.0007	  0.1387
  0.7620	  3.3477	  0.1586
  0.7660	  3.2111	  0.1433
  0.7700	  3.4966	  0.1607
  0.7740	  3.6288	  0.1665
  0.7780	  3.5179	  0.1548
  0.7820	  3.8412	  0.1752
  0.7860	  3.7686	  0.1681
  0.7900	  4.0458	  0.1826
  0.7940	  4.1640	  0.1934
  0.7980	  1.9658	  0.0735
