# distance (nm)	f (kT)	df (kT)
  0.0020	  9.3447	  0.4623
  0.0060	  6.3802	  0.1346
  0.0100	  5.3583	  0.1090
  0.0140	  4.6753	  0.1005
  0.0180	  4.0638	  0.0958
  0.0220	  3.5844	  0.0935
  0.0260	  3.1602	  0.0921
  0.0300	  2.7465	  0.0912
  0.0340	  2.5273	  0.0913
  0.0380	  2.3079	  0.0912
  0.0420	  2.0781	  0.0909
  0.0460	  1.8748	  0.0910
  0.0500	  1.7358	  0.0915
  0.0540	  1.6339	  0.0922
  0.0580	  1.4491	  0.0926
  0.0620	  1.4348	  0.0941
  0.0660	  1.4648	  0.0963
  0.0700	  1.4276	  0.0982
  0.0740	  1.3732	  0.1009
  0.0780	  1.3724	  0.1036
  0.0820	  1.6290	  0.1121
  0.0860	  1.4403	  0.1118
  0.0900	  1.6636	  0.1230
  0.0940	  1.8065	  0.1341
  0.0980	  2.0321	  0.1486
  0.1020	  2.1847	  0.1653
  0.1060	  2.2769	  0.1766
  0.1100	  2.5099	  0.1958
  0.1140	  2.5003	  0.1991
  0.1180	  2.2827	  0.1909
  0.1220	  2.8782	  0.2655
  0.1260	  3.0535	  0.2640
  0.1300	  2.9537	  0.2613
  0.1340	  2.8439	  0.2585
  0.1380	  3.3686	  0.3010
  0.1420	  3.6704	  0.3715
  0.1460	  3.1568	  0.2819
  0.1500	  3.3250	  0.3631
  0.1540	  3.1337	  0.3205
  0.1580	  2.8115	  0.3068
  0.1620	  3.4656	  0.3523
  0.1660	  3.4418	  0.4201
  0.1700	  3.2728	  0.3871
  0.1740	  2.7104	  0.3045
  0.1780	  3.0771	  0.3712
  0.1820	  3.3179	  0.4269
  0.1860	  3.1951	  0.3803
  0.1900	  2.6184	  0.3495
  0.1940	  2.9475	  0.3427
  0.1980	  2.8177	  0.3797
  0.2020	  2.1795	  0.2870
  0.2060	  2.6724	  0.3631
  0.2100	  2.7922	  0.3296
  0.2140	  2.8162	  0.3648
  0.2180	  2.6325	  0.3648
  0.2220	  2.4674	  0.3292
  0.2260	  2.5146	  0.3383
  0.2300	  2.2743	  0.3762
  0.2340	  2.1254	  0.3083
  0.2380	  2.4696	  0.3056
  0.2420	  2.3303	  0.4047
  0.2460	  1.7924	  0.2592
  0.2500	  2.3659	  0.3848
  0.2540	  1.7295	  0.2559
  0.2580	  1.9144	  0.2464
  0.2620	  1.5315	  0.2139
  0.2660	  1.8835	  0.2670
  0.2700	  1.6128	  0.2609
  0.2740	  1.2176	  0.2372
  0.2780	  1.5784	  0.2330
  0.2820	  1.3550	  0.2306
  0.2860	  1.3325	  0.2238
  0.2900	  1.1312	  0.2071
  0.2940	  1.1010	  0.2002
  0.2980	  1.4112	  0.2222
  0.3020	  0.9300	  0.1743
  0.3060	  1.0404	  0.2083
