# distance (nm)	f (kT)	df (kT)
  0.0020	  6.0280	  0.4492
  0.0060	  3.0613	  0.1051
  0.0100	  2.1186	  0.0698
  0.0140	  1.5435	  0.0559
  0.0180	  1.0373	  0.0471
  0.0220	  0.6727	  0.0424
  0.0260	  0.3834	  0.0393
  0.0300	  0.1245	  0.0371
  0.0340	  0.0769	  0.0370
  0.0380	  0.0423	  0.0369
  0.0420	  0.0000	  0.0000
  0.0460	  0.0070	  0.0371
  0.0500	  0.1120	  0.0382
  0.0540	  0.2684	  0.0398
  0.0580	  0.3719	  0.0408
  0.0620	  0.6606	  0.0440
  0.0660	  1.0122	  0.0485
  0.0700	  1.2830	  0.0524
  0.0740	  1.6567	  0.0584
  0.0780	  1.9554	  0.0652
  0.0820	  2.5165	  0.0824
  0.0860	  2.5702	  0.0856
  0.0900	  3.0182	  0.1060
  0.0940	  3.4286	  0.1323
  0.0980	  3.4848	  0.1392
  0.1020	  3.9522	  0.1713
  0.1060	  4.0498	  0.1776
  0.1100	  4.3568	  0.1955
  0.1140	  4.5117	  0.2078
  0.1180	  4.2202	  0.1768
  0.1220	  5.0356	  0.2563
  0.1260	  5.0742	  0.2581
  0.1300	  5.5521	  0.3066
  0.1340	  5.0966	  0.2592
  0.1380	  5.7595	  0.3287
  0.1420	  6.6040	  0.4202
  0.1460	  5.3224	  0.2745
  0.1500	  6.1398	  0.3613
  0.1540	  6.4524	  0.3610
  0.1580	  6.3303	  0.3651
  0.1620	  6.1406	  0.3631
  0.1660	  7.7577	  0.4721
  0.1700	  6.5740	  0.4419
  0.1740	  6.2662	  0.3471
  0.1780	  6.4477	  0.3831
  0.1820	  7.4241	  0.5837
  0.1860	  6.5419	  0.4222
  0.1900	  6.5033	  0.3722
  0.1940	  6.2625	  0.3585
  0.1980	  6.5560	  0.4193
  0.2020	  6.4453	  0.3332
  0.2060	  6.9355	  0.4232
  0.2100	  6.1259	  0.3377
  0.2140	  6.5626	  0.4070
  0.2180	  6.8487	  0.4242
  0.2220	  6.2414	  0.3387
  0.2260	  6.4191	  0.3602
  0.2300	  6.2226	  0.3373
  0.2340	  6.3411	  0.3226
  0.2380	  6.1156	  0.3084
  0.2420	  6.2701	  0.3553
  0.2460	  5.6850	  0.2455
  0.2500	  6.5987	  0.3866
  0.2540	  5.6679	  0.2484
  0.2580	  5.4595	  0.2201
  0.2620	  5.3007	  0.1958
  0.2660	  5.7919	  0.2496
  0.2700	  5.6492	  0.2293
  0.2740	  5.7005	  0.2346
  0.2780	  5.4558	  0.2015
  0.2820	  5.6294	  0.2068
  0.2860	  5.5414	  0.1978
  0.2900	  5.1103	  0.1599
  0.2940	  5.0614	  0.1541
  0.2980	  5.3071	  0.1712
  0.3020	  4.8436	  0.1332
  0.3060	  5.2695	  0.1593
  0.3100	  4.9148	  0.1286
  0.3140	  5.0441	  0.1363
  0.3180	  4.9185	  0.1252
  0.3220	  5.0367	  0.1310
  0.3260	  4.8910	  0.1187
  0.3300	  4.9548	  0.1187
  0.3340	  4.9645	  0.1163
  0.3380	  5.0577	  0.1171
  0.3420	  4.7718	  0.1010
  0.3460	  4.7736	  0.0985
  0.3500	  5.0578	  0.1089
  0.3540	  5.0491	  0.1047
  0.3580	  5.1632	  0.1072
  0.3620	  5.1445	  0.1035
  0.3660	  4.9813	  0.0938
  0.3700	  5.0455	  0.0938
  0.3740	  5.2365	  0.0985
  0.3780	  5.3924	  0.1019
  0.3820	  5.4254	  0.1014
  0.3860	  5.5438	  0.1034
  0.3900	  5.6759	  0.1065
  0.3940	  5.8701	  0.1137
  0.3980	  5.7560	  0.1043
  0.4020	  5.9061	  0.1074
  0.4060	  5.8073	  0.0998
  0.4100	  5.8783	  0.1002
  0.4140	  6.2635	  0.1155
  0.4180	  6.2983	  0.1131
  0.4220	  6.2889	  0.1085
  0.4260	  6.6205	  0.1212
  0.4300	  6.5271	  0.1137
  0.4340	  6.7089	  0.1189
  0.4380	  6.7559	  0.1177
  0.4420	  7.1709	  0.1366
  0.4460	  6.7811	  0.1108
