# distance (nm)	f (kT)	df (kT)
  0.0020	  7.5124	  0.4589
  0.0060	  4.5162	  0.1361
  0.0100	  3.5048	  0.1111
  0.0140	  2.8484	  0.1029
  0.0180	  2.2629	  0.0983
  0.0220	  1.8134	  0.0961
  0.0260	  1.4323	  0.0947
  0.0300	  1.0727	  0.0938
  0.0340	  0.9218	  0.0937
  0.0380	  0.7731	  0.0937
  0.0420	  0.6142	  0.0936
  0.0460	  0.4981	  0.0937
  0.0500	  0.4655	  0.0941
  0.0540	  0.4803	  0.0947
  0.0580	  0.4291	  0.0950
  0.0620	  0.5594	  0.0963
  0.0660	  0.7442	  0.0983
  0.0700	  0.8623	  0.0998
  0.0740	  1.0362	  0.1021
  0.0780	  1.1993	  0.1045
  0.0820	  1.6314	  0.1122
  0.0860	  1.5936	  0.1123
  0.0900	  1.9880	  0.1231
  0.0940	  2.3334	  0.1357
  0.0980	  2.4598	  0.1476
  0.1020	  2.8044	  0.1693
  0.1060	  2.8462	  0.1775
  0.1100	  3.0173	  0.1947
  0.1140	  3.0405	  0.1984
  0.1180	  2.7367	  0.1839
  0.1220	  3.4411	  0.2505
  0.1260	  3.3817	  0.2485
  0.1300	  3.5919	  0.2638
  0.1340	  3.2545	  0.2450
  0.1380	  3.6997	  0.2985
  0.1420	  4.2526	  0.3781
  0.1460	  3.3059	  0.2725
  0.1500	  3.8807	  0.3543
  0.1540	  3.8459	  0.3283
  0.1580	  3.7427	  0.3248
  0.1620	  3.7141	  0.3491
  0.1660	  4.5369	  0.4306
  0.1700	  3.9656	  0.3987
  0.1740	  3.4644	  0.3129
  0.1780	  3.6669	  0.3650
  0.1820	  4.2830	  0.4437
  0.1860	  3.6762	  0.3794
  0.1900	  3.4641	  0.3400
  0.1940	  3.3267	  0.3386
  0.1980	  3.5431	  0.3777
  0.2020	  3.1071	  0.2976
  0.2060	  3.5551	  0.3718
  0.2100	  3.0202	  0.3205
  0.2140	  3.3002	  0.3589
  0.2180	  3.4088	  0.3727
  0.2220	  2.9417	  0.3194
  0.2260	  3.0018	  0.3316
  0.2300	  2.8886	  0.3298
  0.2340	  2.7483	  0.2980
  0.2380	  2.6239	  0.2939
  0.2420	  2.9115	  0.3466
  0.2460	  2.1003	  0.2384
  0.2500	  2.9901	  0.3653
  0.2540	  2.0547	  0.2358
  0.2580	  1.8588	  0.2256
  0.2620	  1.5692	  0.1999
  0.2660	  2.0266	  0.2406
  0.2700	  1.8541	  0.2272
  0.2740	  1.8230	  0.2165
  0.2780	  1.5743	  0.2068
  0.2820	  1.5832	  0.2051
  0.2860	  1.4797	  0.1996
  0.2900	  1.0967	  0.1732
  0.2940	  1.0150	  0.1696
  0.2980	  1.2589	  0.1837
  0.3020	  0.7043	  0.1529
  0.3060	  1.0694	  0.1719
  0.3100	  0.5998	  0.1473
  0.3140	  0.7634	  0.1560
  0.3180	  0.5820	  0.1466
  0.3220	  0.7103	  0.1535
  0.3260	  0.5118	  0.1436
  0.3300	  0.5169	  0.1419
  0.3340	  0.4806	  0.1412
  0.3380	  0.4299	  0.1404
  0.3420	  0.1610	  0.1297
  0.3460	  0.1131	  0.1281
  0.3500	  0.3290	  0.1357
  0.3540	  0.2632	  0.1332
  0.3580	  0.2394	  0.1339
  0.3620	  0.2201	  0.1316
  0.3660	  0.0151	  0.1238
  0.3700	  0.0000	  0.0000
  0.3740	  0.1127	  0.1278
  0.3780	  0.1642	  0.1299
  0.3820	  0.2220	  0.1307
  0.3860	  0.2372	  0.1313
  0.3900	  0.2803	  0.1345
  0.3940	  0.4212	  0.1392
  0.3980	  0.2611	  0.1332
  0.4020	  0.3270	  0.1340
  0.4060	  0.1543	  0.1292
  0.4100	  0.1592	  0.1291
  0.4140	  0.4912	  0.1419
  0.4180	  0.4265	  0.1385
  0.4220	  0.3128	  0.1343
  0.4260	  0.5848	  0.1454
  0.4300	  0.4832	  0.1394
  0.4340	  0.6502	  0.1445
  0.4380	  0.5441	  0.1424
  0.4420	  0.8982	  0.1568
  0.4460	  0.4051	  0.1371
  0.4500	  0.6352	  0.1415
  0.4540	  0.6047	  0.1423
  0.4580	  0.7643	  0.1517
  0.4620	  0.8882	  0.1549
  0.4660	  1.0334	  0.1621
  0.4700	  0.8882	  0.1545
  0.4740	  1.1673	  0.1702
  0.4780	  1.0528	  0.1595
  0.4820	  1.0243	  0.1578
  0.4860	  1.3042	  0.1719
  0.4900	  1.1579	  0.1652
  0.4940	  1.1527	  0.1631
  0.4980	  1.4023	  0.1741
  0.5020	  1.1001	  0.1576
  0.5060	  1.3976	  0.1725
  0.5100	  1.5125	  0.1773
  0.5140	  1.3637	  0.1681
  0.5180	  1.2948	  0.1621
  0.5220	  1.3369	  0.1637
  0.5260	  1.4960	  0.1705
  0.5300	  1.3291	  0.1585
  0.5340	  1.7267	  0.1812
  0.5380	  1.5808	  0.1705
  0.5420	  1.3577	  0.1578
  0.5460	  1.4031	  0.1583
  0.5500	  1.1045	  0.1447
  0.5540	  1.1019	  0.1403
  0.5580	  0.8064	  0.1293
  0.5620	  0.8321	  0.1282
  0.5660	  0.5280	  0.1193
  0.5700	  0.5156	  0.1175
  0.5740	  0.4729	  0.1153
  0.5780	  0.2822	  0.1105
  0.5820	  0.4201	  0.1122
  0.5860	  0.4645	  0.1119
  0.5900	  0.2827	  0.1076
  0.5940	  0.3801	  0.1085
  0.5980	  0.2636	  0.1059
  0.6020	  0.2250	  0.1044
  0.6060	  0.4215	  0.1061
  0.6100	  0.3410	  0.1044
  0.6140	  0.3648	  0.1041
  0.6180	  0.3705	  0.1033
  0.6220	  0.5440	  0.1046
  0.6260	  0.6453	  0.1054
  0.6300	  0.7634	  0.1062
  0.6340	  0.7330	  0.1048
  0.6380	  0.8365	  0.1057
  0.6420	  0.9194	  0.1059
  0.6460	  1.0110	  0.1063
  0.6500	  1.1017	  0.1069
  0.6540	  1.2284	  0.1079
  0.6580	  1.4390	  0.1106
  0.6620	  1.3631	  0.1086
  0.6660	  1.5332	  0.1104
  0.6700	  1.5953	  0.1102
  0.6740	  1.6543	  0.1105
  0.6780	  1.9142	  0.1147
  0.6820	  1.9333	  0.1130
  0.6860	  2.1022	  0.1165
  0.6900	  2.1231	  0.1149
  0.6940	  2.3930	  0.1194
  0.6980	  2.5298	  0.1207
  0.7020	  2.5277	  0.1200
  0.7060	  2.5571	  0.1189
  0.7100	  2.7440	  0.1227
  0.7140	  2.9329	  0.1245
  0.7180	  2.9832	  0.1244
  0.7220	  3.0020	  0.1223
  0.7260	  3.2361	  0.1272
