# distance (nm)	f (kT)	df (kT)
  0.0133	  8.7010	  0.0047
  0.0400	  6.3462	  0.0044
  0.0667	  5.4388	  0.0045
  0.0933	  5.5614	  0.0056
  0.1200	  6.2121	  0.0089
  0.1467	  6.3823	  0.0120
  0.1733	  6.1458	  0.0141
  0.2000	  5.6200	  0.0138
  0.2267	  4.9833	  0.0124
  0.2533	  4.2971	  0.0104
  0.2800	  3.6229	  0.0087
  0.3067	  3.0079	  0.0074
  0.3333	  2.5471	  0.0068
  0.3600	  2.2098	  0.0065
  0.3867	  1.9929	  0.0065
  0.4133	  1.8721	  0.0068
  0.4400	  1.8254	  0.0073
  0.4667	  1.8183	  0.0079
  0.4933	  1.7769	  0.0087
  0.5200	  1.4118	  0.0087
  0.5467	  0.6636	  0.0064
  0.5733	  0.1364	  0.0050
  0.6000	  0.0000	  0.0000
  0.6267	  0.1700	  0.0045
  0.6533	  0.5414	  0.0047
  0.6800	  0.9897	  0.0051
  0.7067	  1.5394	  0.0057
  0.7333	  2.1911	  0.0065
  0.7600	  2.9213	  0.0078
  0.7867	  2.9556	  0.0065
