# distance (nm)	f (kT)	df (kT)
  0.0133	  1.9159	  0.0026
  0.0400	  0.1696	  0.0020
  0.0667	  0.0000	  0.0000
  0.0933	  0.9686	  0.0038
  0.1200	  2.3903	  0.0072
  0.1467	  3.1893	  0.0106
  0.1733	  3.6262	  0.0127
  0.2000	  3.7464	  0.0125
  0.2267	  3.7280	  0.0111
  0.2533	  3.6389	  0.0091
  0.2800	  3.5533	  0.0073
  0.3067	  3.5374	  0.0061
  0.3333	  3.6871	  0.0054
  0.3600	  3.9754	  0.0052
  0.3867	  4.4009	  0.0053
  0.4133	  4.9342	  0.0056
  0.4400	  5.5448	  0.0061
  0.4667	  6.2026	  0.0066
  0.4933	  6.8571	  0.0071
  0.5200	  7.2910	  0.0072
  0.5467	  7.2048	  0.0058
  0.5733	  7.2093	  0.0046
  0.6000	  7.6319	  0.0042
  0.6267	  8.4086	  0.0041
  0.6533	  9.4163	  0.0044
  0.6800	 10.5123	  0.0047
  0.7067	 11.6981	  0.0052
  0.7333	 12.9889	  0.0058
  0.7600	 14.3775	  0.0069
  0.7867	 15.4781	  0.0069
